chr	startwin	endwin	NbDiagnoSNPs	medianfreqfirsthyb	meanfreqfirsthyb	medianfreqhybtea	meanfreqhybtea
Chr00	4000001	4100000	19	0.5	0.4765625	0.5520833333335	0.5
Chr00	4100001	4200000	4	NA	NA	NA	NA
Chr00	4200001	4300000	15	0.75	0.515151515151545	0.4375	0.456018518518556
Chr00	4300001	4400000	17	0.25	0.347222222222267	0.375	0.405448717948692
Chr00	4400001	4500000	5	0.2604166666665	0.28125	0.4375	0.4541666666666
Chr00	4500001	4600000	3	NA	NA	NA	NA
Chr00	4600001	4700000	5	0.666666666667	0.618055555555667	0.6145833333335	0.6145833333335
Chr00	4700001	4800000	14	0.5	0.530448717948692	0.5	0.5089285714285
Chr00	4800001	4900000	10	0.65625	0.6020833333333	0.625	0.6645833333333
Chr00	4900001	5e+06	5	0.6875	0.67708333333325	0.8125	0.875
Chr00	5000001	5100000	13	0.8541666666665	0.67500000000003	0.90625	0.8437500000001
Chr00	5100001	5200000	16	0.75	0.691666666666733	0.96875	0.889322916666688
Chr00	5200001	5300000	10	0.833333333333	0.803240740740778	0.96875	0.950520833333375
Chr00	5300001	5400000	35	0.375	0.46408045977009	0.666666666667	0.702651515151636
Chr00	5400001	5500000	59	0.4375	0.519199346405216	0.666666666667	0.695023148148361
Chr00	5500001	5600000	20	0.625	0.653125	0.8125	0.809027777777778
Chr00	5600001	5700000	33	0.5625	0.6125	0.875	0.799382716049407
Chr00	5700001	5800000	21	0.5625	0.604166666666667	0.666666666667	0.725490196078529
Chr00	5800001	5900000	63	0.75	0.67452830188683	0.75	0.783588435374204
Chr00	5900001	6e+06	13	0.625	0.576388888888917	0.75	0.723958333333333
Chr00	6000001	6100000	16	0.75	0.680555555555533	0.875	0.836805555555583
Chr00	6100001	6200000	34	0.46875	0.493055555555543	0.5	0.607638888888933
Chr00	6200001	6300000	12	0.6875	0.556818181818182	0.9375	0.780303030303091
Chr00	6300001	6400000	7	0.4375	0.479166666666714	0.75	0.747023809523857
Chr00	6400001	6500000	3	NA	NA	NA	NA
Chr00	6500001	6600000	11	0.75	0.799242424242455	1	0.95625
Chr00	6600001	6700000	9	0.625	0.738095238095143	0.75	0.711309523809571
Chr00	6700001	6800000	9	0.7916666666665	0.6953125	0.875	0.803240740740778
Chr00	6800001	6900000	1	NA	NA	NA	NA
Chr00	6900001	7e+06	37	0.375	0.412946428571429	0.875	0.877688172043032
Chr00	7000001	7100000	54	0.333333333333	0.353298611111062	0.875	0.897685185185178
Chr00	7100001	7200000	76	0.1875	0.262847222222213	0.8125	0.853286384976549
Chr00	7200001	7300000	33	0.25	0.235863095238071	0.8125	0.822222222222233
Chr00	7300001	7400000	14	0.1770833333335	0.196180555555608	0.875	0.854166666666692
Chr00	7400001	7500000	7	0.583333333333	0.520833333333167	0.75	0.701388888888833
Chr00	7500001	7600000	72	0.333333333333	0.359649122807039	0.875	0.863095238095229
Chr00	7600001	7700000	70	0.375	0.451003086419746	1	0.915157004830928
Chr00	7700001	7800000	12	0.625	0.575	1	0.8145833333334
Chr00	7800001	7900000	25	0.5	0.463333333333276	0.875	0.885416666666667
Chr00	7900001	8e+06	40	0.375	0.407196969696979	0.75	0.820382882882865
Chr00	8000001	8100000	21	0.4375	0.46458333333335	0.84375	0.85520833333335
Chr00	8100001	8200000	14	0.5625	0.517628205128231	0.9375	0.894230769230769
Chr00	8200001	8300000	13	0.5	0.4791666666666	0.875	0.824074074074111
Chr00	8300001	8400000	24	0.4583333333335	0.435185185185111	0.8229166666665	0.717013888888858
Chr00	8400001	8500000	9	0.375	0.462962962963	0.5625	0.520833333333333
Chr00	8500001	8600000	16	0.333333333333	0.43194444444446	0.75	0.6416666666667
Chr00	8600001	8700000	11	0.5625	0.606481481481444	0.8229166666665	0.799479166666625
Chr00	8700001	8800000	5	0.5	0.4999999999998	0.625	0.64583333333325
Chr00	8800001	8900000	17	0.625	0.654166666666667	0.5625	0.543981481481444
Chr00	8900001	9e+06	12	0.71875	0.71875	1	0.914930555555583
Chr00	9000001	9100000	116	1	0.902243589743604	0.6770833333335	0.57708333333333
Chr00	9100001	9200000	116	0.5	0.529560810810805	0.333333333333	0.351259689922263
Chr00	9200001	9300000	35	0.5	0.535493827160556	0.2916666666665	0.315476190476136
Chr00	9300001	9400000	25	0.78125	0.7833333333333	0.75	0.755208333333417
Chr00	9400001	9500000	31	0.583333333333	0.593364197530815	0.333333333333	0.4791666666665
Chr00	9500001	9600000	6	0.5520833333335	0.541666666666667	0.75	0.694444444444333
Chr00	9600001	9700000	22	0.833333333333	0.765046296296389	0.7708333333335	0.690104166666688
Chr00	9700001	9800000	122	0.6875	0.696637426900588	0.875	0.897934173669479
Chr00	9800001	9900000	33	0.5	0.579166666666667	0.875	0.870442708333344
Chr00	9900001	1e+07	314	0.583333333333	0.615833333333348	0.9375	0.931740614334468
Chr00	10000001	10100000	62	0.625	0.631944444444426	0.9375	0.893008474576271
Chr00	10100001	10200000	73	0.75	0.695048309178725	0.8958333333335	0.877678571428571
Chr00	10200001	10300000	78	0.5625	0.583603896103909	0.9375	0.915833333333333
Chr00	10300001	10400000	43	0.5625	0.607215447154488	0.9375	0.935975609756098
Chr00	10400001	10500000	51	0.8229166666665	0.777777777777792	0.8125	0.83541666666666
Chr00	10500001	10600000	90	0.5625	0.55868902439022	0.875	0.850889513108618
Chr00	10600001	10700000	5	0.166666666667	0.3166666666668	0.5	0.625
Chr00	10700001	10800000	10	0.4375	0.430555555555556	0.5	0.528645833333375
Chr00	10800001	10900000	17	0.4583333333335	0.459821428571429	0.5	0.476388888888867
Chr00	10900001	1.1e+07	17	0.5	0.558035714285714	0.625	0.692401960784353
Chr00	11000001	11100000	1	NA	NA	NA	NA
Chr00	11100001	11200000	19	0.4375	0.408854166666625	0.5	0.494517543859647
Chr00	11200001	11300000	11	0.375	0.354166666666667	0.583333333333	0.607954545454545
Chr00	11300001	11400000	1	NA	NA	NA	NA
Chr00	11400001	11500000	3	NA	NA	NA	NA
Chr00	11500001	11600000	6	0.375	0.3125	0.5	0.5
Chr00	11600001	11700000	3	NA	NA	NA	NA
Chr00	11700001	11800000	10	0.5208333333335	0.515625000000125	0.6875	0.645833333333333
Chr00	11800001	11900000	1	NA	NA	NA	NA
Chr00	11900001	1.2e+07	9	0.21875	0.239583333333333	0.5	0.401785714285757
Chr00	12000001	12100000	13	0.5	0.434523809523857	0.4375	0.431089743589769
Chr00	12100001	12200000	90	0.416666666667	0.397890946502023	0.875	0.902777777777778
Chr00	12200001	12300000	54	0.583333333333	0.523550724637696	0.9375	0.924921383647811
Chr00	12300001	12400000	60	0.5729166666665	0.528645833333354	1	0.946496212121227
Chr00	12400001	12500000	29	0.333333333333	0.391447368421016	0.9375	0.899801587301571
Chr00	12500001	12600000	77	0.3541666666665	0.342147435897473	1	0.960144927536246
Chr00	12600001	12700000	111	0.6041666666665	0.564311594202902	1	0.886904761904786
Chr00	12700001	12800000	22	0.5	0.425	1	0.848214285714286
Chr00	12800001	12900000	12	0.3854166666665	0.449652777777833	1	0.822916666666625
Chr00	12900001	1.3e+07	21	0.3125	0.271929824561453	0.875	0.903508771929842
Chr00	13000001	13100000	64	0.25	0.276545698924747	0.90625	0.894205729166672
Chr00	13100001	13200000	27	0.1875	0.214285714285667	0.75	0.74833333333332
Chr00	13200001	13300000	40	0.25	0.343750000000063	0.8229166666665	0.847222222222278
Chr00	13300001	13400000	112	0.166666666667	0.207532051282058	0.75	0.812908496732049
Chr00	13400001	13500000	11	0.21875	0.4479166666667	0.875	0.886363636363636
Chr00	13500001	13600000	16	0.5625	0.591145833333312	0.71875	0.720052083333375
Chr00	13600001	13700000	5	0.5625	0.6625	0.8125	0.85
Chr00	13700001	13800000	9	0.6875	0.696428571428571	0.75	0.729166666666667
Chr00	13800001	13900000	43	0.5	0.525193798449605	0.583333333333	0.596036585365927
Chr00	13900001	1.4e+07	127	0.6875	0.727591036414571	0.75	0.790064102564154
Chr00	14000001	14100000	12	1	0.9416666666667	0.8333333333335	0.8333333333335
Chr00	14100001	14200000	66	1	0.861496913580241	0.8020833333335	0.758680555555583
Chr00	14200001	14300000	30	0.59375	0.665178571428571	0.666666666667	0.624007936508048
Chr00	14300001	14400000	27	1	0.906250000000042	1	0.875
Chr00	14400001	14500000	107	1	0.999007936507941	1	0.883895131086124
Chr00	14500001	14600000	66	1	1	1	0.96637426900586
Chr00	14600001	14700000	11	0.5	0.455357142857143	0.6875	0.6708333333333
Chr00	14700001	14800000	19	0.5	0.511363636363636	0.666666666667	0.686403508771947
Chr00	14800001	14900000	20	0.333333333333	0.425595238095186	0.75	0.756578947368421
Chr00	14900001	1.5e+07	95	0.333333333333	0.577898550724622	0.75	0.707341269841298
Chr00	15000001	15100000	21	0.65625	0.5875	0.71875	0.68958333333335
Chr00	15100001	15200000	87	1	0.904296875	0.8125	0.80640243902439
Chr00	15200001	15300000	99	0.25	0.27996575342466	0.6875	0.685980902777771
Chr00	15300001	15400000	66	0.25	0.38032945736434	0.666666666667	0.696839080459776
Chr00	15400001	15500000	52	0.625	0.578125	0.8125	0.792996453900745
Chr00	15500001	15600000	84	0.25	0.304924242424252	0.625	0.638631687242827
Chr00	15600001	15700000	50	0.10416666666665	0.165104166666697	0.5	0.55624999999996
Chr00	15700001	15800000	7	0.15625	0.1944444444445	0.5	0.526785714285714
Chr00	15800001	15900000	7	0.3125	0.35	0.625	0.6125
Chr00	15900001	1.6e+07	15	0.5	0.4300595238095	0.9375	0.8652777777778
Chr00	16000001	16100000	10	0.4375	0.5381944444445	1	0.95
Chr00	16100001	16200000	12	0.333333333333	0.454545454545364	0.875	0.767045454545455
Chr00	16200001	16300000	10	0.3958333333335	0.399305555555667	0.5	0.576388888889
Chr00	16300001	16400000	41	0.25	0.256740196078441	0.5	0.514802631578921
Chr00	16400001	16500000	11	0.4375	0.451388888889	0.5	0.511363636363636
Chr00	16500001	16600000	14	0.5729166666665	0.65625	0.75	0.682692307692408
Chr00	16600001	16700000	33	0.3541666666665	0.402083333333315	0.416666666667	0.456989247311806
Chr00	16700001	16800000	4	NA	NA	NA	NA
Chr00	16800001	16900000	18	0.25	0.258012820512846	0.75	0.796130952381071
Chr00	16900001	1.7e+07	35	0.125	0.144531250000028	0.625	0.66736111111111
Chr00	17000001	17100000	3	NA	NA	NA	NA
Chr00	17100001	17200000	22	0.1875	0.228070175438579	0.8125	0.793650793650809
Chr00	17200001	17300000	14	0.375	0.486111111111167	0.875	0.903409090909091
Chr00	17300001	17400000	39	0.25	0.250946969696891	0.75	0.859722222222233
Chr00	17400001	17500000	14	0.3645833333335	0.34583333333343	0.75	0.700757575757455
Chr00	17500001	17600000	10	0.1875	0.180555555555556	0.75	0.775462962963
Chr00	17600001	17700000	0	NA	NA	NA	NA
Chr00	17700001	17800000	5	0.4166666666665	0.4166666666665	0.875	0.708333333333325
Chr00	17800001	17900000	5	0.333333333333	0.3666666666666	0.5625	0.6083333333334
Chr00	17900001	1.8e+07	11	0.416666666667	0.530092592592667	0.6145833333335	0.6333333333334
Chr00	18000001	18100000	18	0.4375	0.423611111111167	0.6145833333335	0.62890625
Chr00	18100001	18200000	16	0.375	0.445075757575818	0.3958333333335	0.38125
Chr00	18200001	18300000	13	0.3854166666665	0.48090277777775	0.375	0.450320512820538
Chr00	18300001	18400000	2	NA	NA	NA	NA
Chr00	18400001	18500000	7	0.25	0.270833333333333	0.4375	0.395833333333333
Chr00	18500001	18600000	53	1	0.986979166666667	1	0.967261904761905
Chr00	18600001	18700000	7	0.6875	0.6875	1	0.8375
Chr00	18700001	18800000	32	1	0.936698717948692	0.8125	0.823302469135778
Chr00	18800001	18900000	78	1	0.940140845070423	0.8125	0.787137681159406
Chr00	18900001	1.9e+07	64	0.875	0.71875	0.9270833333335	0.8395833333333
Chr00	19000001	19100000	16	1	0.887152777777833	0.833333333333	0.757440476190429
Chr00	19100001	19200000	12	0.5	0.476190476190471	0.625	0.666666666666667
Chr00	19200001	19300000	14	0	0.122395833333288	0.4583333333335	0.49375
Chr00	19300001	19400000	16	0.59375	0.534722222222167	1	0.982371794871769
Chr00	19400001	19500000	4	NA	NA	NA	NA
Chr00	19500001	19600000	1	NA	NA	NA	NA
Chr00	19600001	19700000	3	NA	NA	NA	NA
Chr00	19700001	19800000	5	0.166666666667	0.1875	0.5	0.5666666666666
Chr00	19800001	19900000	29	0	0.111979166666625	0.75	0.75
Chr00	19900001	2e+07	14	0.5	0.310606060606091	0.59375	0.638888888888917
Chr00	20000001	20100000	36	0.333333333333	0.389112903225784	0.6875	0.701149425287345
Chr00	20100001	20200000	41	0.333333333333	0.420833333333252	0.5729166666665	0.614583333333278
Chr00	20200001	20300000	5	NA	NaN	0.833333333333	0.8541666666665
Chr00	20300001	20400000	19	0.25	0.232142857142857	0.75	0.789062500000063
Chr00	20400001	20500000	31	0.3541666666665	0.372023809523736	0.6875	0.681159420289783
Chr00	20500001	20600000	6	0.5	0.4722222222221	0.75	0.76041666666675
Chr00	20600001	20700000	11	0.6458333333335	0.651041666666663	0.5625	0.651785714285714
Chr00	20700001	20800000	15	0.5	0.4874999999999	0.5625	0.610576923076923
Chr00	20800001	20900000	2	NA	NA	NA	NA
Chr00	20900001	2.1e+07	15	0.375	0.399038461538462	0.5625	0.572916666666643
Chr00	21000001	21100000	5	0.5416666666665	0.58333333333325	0.416666666667	0.5500000000002
Chr00	21100001	21200000	19	0.25	0.290364583333375	0.46875	0.494212962963111
Chr00	21200001	21300000	3	NA	NA	NA	NA
Chr00	21300001	21400000	23	0.375	0.471064814814778	0.71875	0.778409090909091
Chr00	21400001	21500000	33	0.416666666667	0.47083333333335	0.75	0.845959595959636
Chr00	21500001	21600000	75	0.5	0.541997354497333	0.75	0.71214788732393
Chr00	21600001	21700000	94	0.5	0.535790598290632	0.6458333333335	0.708106884057989
Chr00	21700001	21800000	63	0.4375	0.463050314465477	0.75	0.753654970760228
Chr00	21800001	21900000	83	0.416666666667	0.444444444444449	0.6875	0.679487179487218
Chr00	21900001	2.2e+07	12	0.583333333333	0.547619047619	0.75	0.768518518518556
Chr00	22000001	22100000	1	NA	NA	NA	NA
Chr00	22100001	22200000	3	NA	NA	NA	NA
Chr00	22200001	22300000	2	NA	NA	NA	NA
Chr00	22300001	22400000	96	0.333333333333	0.326388888888778	1	0.977328431372544
Chr00	22400001	22500000	12	0.5	0.467261904761857	0.75	0.675595238095286
Chr00	22500001	22600000	18	0.25	0.253205128205123	0.666666666667	0.651515151515455
Chr00	22600001	22700000	13	0.416666666667	0.443452380952571	0.666666666667	0.722222222222333
Chr00	22700001	22800000	19	0.25	0.317708333333312	0.3125	0.411458333333438
Chr00	22800001	22900000	55	0.375	0.446147798742125	0.53125	0.5979938271605
Chr00	22900001	2.3e+07	6	0.25	0.3125	0.375	0.5208333333334
Chr00	23000001	23100000	10	0.03125	0.190972222222333	0.71875	0.677083333333333
Chr00	23100001	23200000	28	0	0.184523809523786	0.71875	0.780448717948731
Chr00	23200001	23300000	52	0.25	0.220108695652087	0.4375	0.45106589147286
Chr00	23300001	23400000	41	0	0.144290123456789	0.625	0.623809523809571
Chr00	23400001	23500000	22	0	0.1833333333334	0.75	0.649509803921588
Chr00	23500001	23600000	21	0	0.0555555555555833	0.6875	0.75625000000005
Chr00	23600001	23700000	28	0	0.3125	1	0.971590909090909
Chr00	23700001	23800000	6	0.333333333333	0.354166666666667	0.71875	0.76041666666675
Chr00	23800001	23900000	49	0.5	0.617424242424136	0.75	0.837384259259278
Chr00	23900001	2.4e+07	3	NA	NA	NA	NA
Chr00	24000001	24100000	11	0.25	0.314814814814811	0.375	0.3458333333333
Chr00	24100001	24200000	13	0.583333333333	0.553819444444417	0.6875	0.628787878787845
Chr00	24200001	24300000	12	0.333333333333	0.359374999999788	0.4375	0.5208333333333
Chr00	24300001	24400000	21	0.25	0.356060606060636	0.9583333333335	0.8375
Chr00	24400001	24500000	35	1	0.885416666666667	0.8125	0.768145161290355
Chr00	24500001	24600000	56	0.333333333333	0.393518518518406	0.75	0.765398550724674
Chr00	24600001	24700000	25	0.666666666667	0.60000000000006	1	0.927536231884087
Chr00	24700001	24800000	18	0.375	0.51666666666666	0.6041666666665	0.54296875
Chr00	24800001	24900000	24	0.375	0.403186274509824	0.3125	0.31250000000003
Chr00	24900001	2.5e+07	16	0.3125	0.320512820512792	0.34375	0.329427083333375
Chr00	25000001	25100000	6	0.5625	0.576388888888667	0.3541666666665	0.3229166666665
Chr00	25100001	25200000	10	0.333333333333	0.440476190476143	0.5	0.589285714285714
Chr00	25200001	25300000	117	0.6875	0.696557971014478	1	0.930759803921549
Chr00	25300001	25400000	71	0.53125	0.488591269841238	0.75	0.738606770833391
Chr00	25400001	25500000	83	0.8125	0.76406926406926	0.75	0.736534552845561
Chr00	25500001	25600000	101	0.875	0.861950549450539	0.6875	0.710349462365613
Chr00	25600001	25700000	9	0.5	0.4583333333335	0.375	0.4140625
Chr00	25700001	25800000	5	0.9375	0.708333333333333	0.916666666667	0.756944444444667
Chr00	25800001	25900000	31	0.166666666667	0.297839506172926	0.375	0.429012345679037
Chr00	25900001	2.6e+07	13	0.333333333333	0.398809523809571	1	0.753205128205154
Chr00	26000001	26100000	18	0.65625	0.55625	0.8125	0.803385416666688
Chr00	26100001	26200000	34	1	0.746031746031762	0.75	0.744140624999906
Chr00	26200001	26300000	54	0.166666666667	0.333333333333429	0.75	0.735321969696955
Chr00	26300001	26400000	29	0.21875	0.38020833333335	0.75	0.756410256410269
Chr00	26400001	26500000	29	0.25	0.229166666666589	0.625	0.623106060606136
Chr00	26500001	26600000	22	0.0625	0.160714285714286	0.75	0.744318181818182
Chr00	26600001	26700000	37	1	0.639660493827159	0.75	0.733928571428571
Chr00	26700001	26800000	9	0	0.222222222222333	0.75	0.777777777777778
Chr00	26800001	26900000	17	0	0.0104166666666667	0.6875	0.688802083333375
Chr00	26900001	2.7e+07	18	0.5625	0.5625	1	0.965686274509824
Chr00	27000001	27100000	38	0	0.107142857142857	0.875	0.832175925925917
Chr00	27100001	27200000	5	0.4166666666665	0.375	0.875	0.859375
Chr00	27200001	27300000	54	0.75	0.688095238095257	1	0.901442307692327
Chr00	27300001	27400000	5	0.333333333333	0.333333333333	0.916666666667	0.8833333333334
Chr00	27400001	27500000	8	0.333333333333	0.5166666666666	1	0.8
Chr00	27500001	27600000	16	0.625	0.5555555555556	0.625	0.629166666666667
Chr00	27600001	27700000	107	0	0.176609848484855	0	0.154411764705879
Chr00	27700001	27800000	36	0.75	0.615196078431382	0.333333333333	0.449074074074111
Chr00	27800001	27900000	33	0.75	0.806752873563207	1	0.850000000000067
Chr00	27900001	2.8e+07	26	0.75	0.71333333333336	0.583333333333	0.671474358974385
Chr00	28000001	28100000	13	0	0.0625	0.71875	0.6875
Chr00	28100001	28200000	144	0	0.0222222222222222	0	0.0277777777777778
Chr00	28200001	28300000	26	0.0625	0.180555555555583	0.666666666667	0.504807692307792
Chr00	28300001	28400000	55	0.75	0.723484848484849	0.75	0.774572649572667
Chr00	28400001	28500000	48	0	0.246639784946194	0.333333333333	0.345833333333333
Chr00	28500001	28600000	29	0.3125	0.313333333333316	0.583333333333	0.574810606060636
Chr00	28600001	28700000	37	0.333333333333	0.397376543209863	0.75	0.725694444444458
Chr00	28700001	28800000	19	0.375	0.35625	0.833333333333	0.664215686274471
Chr00	28800001	28900000	6	0.9166666666665	0.9166666666665	1	0.85416666666675
Chr00	28900001	2.9e+07	20	1	0.899305555555556	1	0.94895833333335
Chr00	29000001	29100000	24	0.875	0.795833333333353	0.875	0.829656862745059
Chr00	29100001	29200000	5	0.3541666666665	0.42708333333325	0.5	0.604166666666667
Chr00	29200001	29300000	25	0	0.173076923076923	0.75	0.825657894736895
Chr00	29300001	29400000	3	NA	NA	NA	NA
Chr00	29400001	29500000	2	NA	NA	NA	NA
Chr00	29500001	29600000	1	NA	NA	NA	NA
Chr00	29600001	29700000	9	0.125	0.111111111111167	0.40625	0.454861111111167
Chr00	29700001	29800000	15	0.5	0.430555555555556	0.375	0.3916666666666
Chr00	29800001	29900000	13	0.4375	0.40625	0.5	0.5395833333334
Chr00	29900001	3e+07	89	0.6875	0.603885135135135	0.75	0.724358974358985
Chr00	30000001	30100000	49	0.75	0.727182539682548	0.833333333333	0.802556818181818
Chr00	30100001	30200000	20	0.666666666667	0.566885964912263	0.666666666667	0.585526315789474
Chr00	30200001	30300000	12	0.75	0.727272727272727	0.875	0.823863636363636
Chr00	30300001	30400000	22	0.875	0.754960317460333	1	0.918560606060591
Chr00	30400001	30500000	13	0.7291666666665	0.664930555555583	0.666666666667	0.661858974359
Chr00	30500001	30600000	33	0.8125	0.584280303030332	0.5833333333335	0.553571428571429
Chr00	30600001	30700000	42	0.21875	0.302083333333278	0.75	0.743371212121182
Chr00	30700001	30800000	17	0.375	0.4444444444445	0.916666666667	0.826923076923077
Chr00	30800001	30900000	4	NA	NA	NA	NA
Chr00	30900001	3.1e+07	22	0.46875	0.530303030303045	0.8125	0.823863636363636
Chr00	31000001	31100000	8	0.5	0.4458333333332	0.8333333333335	0.75
Chr00	31100001	31200000	20	0.333333333333	0.359375	0.416666666667	0.4166666666668
Chr00	31200001	31300000	49	0.583333333333	0.479166666666588	0.833333333333	0.870639534883674
Chr00	31300001	31400000	56	0.333333333333	0.402131782945674	0.75	0.703616352201321
Chr00	31400001	31500000	109	0.583333333333	0.603713768115957	0.75	0.738233024691361
Chr00	31500001	31600000	146	0.5625	0.624246987951835	0.916666666667	0.842913625304131
Chr00	31600001	31700000	42	0.5416666666665	0.576636904761929	0.666666666667	0.641328828828865
Chr00	31700001	31800000	14	0.5	0.475961538461615	0.59375	0.614583333333357
Chr00	31800001	31900000	35	0.5	0.526580459770276	1	0.923406862745118
Chr00	31900001	3.2e+07	3	NA	NA	NA	NA
Chr00	32000001	32100000	2	NA	NA	NA	NA
Chr00	32100001	32200000	30	0.5	0.514583333333333	0.75	0.75625
Chr00	32200001	32300000	58	0.5	0.49676724137931	0.75	0.75
Chr00	32300001	32400000	3	NA	NA	NA	NA
Chr00	32400001	32500000	16	0.10416666666665	0.156249999999883	0.65625	0.609375
Chr00	32500001	32600000	1	NA	NA	NA	NA
Chr00	32600001	32700000	1	NA	NA	NA	NA
Chr00	32700001	32800000	9	0	0	0.0833333333335	0.239583333333375
Chr00	32800001	32900000	6	0.5	0.5	0.75	0.75
Chr00	32900001	3.3e+07	5	0.4375	0.4625	0.75	0.7
Chr00	33000001	33100000	32	0.5	0.465773809523821	0.625	0.595238095238095
Chr00	33100001	33200000	4	NA	NA	NA	NA
Chr00	33200001	33300000	1	NA	NA	NA	NA
Chr00	33300001	33400000	1	NA	NA	NA	NA
Chr00	33400001	33500000	4	NA	NA	NA	NA
Chr00	33500001	33600000	7	0.833333333333	0.684523809523857	0.90625	0.885416666666667
Chr00	33600001	33700000	75	0.5	0.540094339622679	1	0.968118686868697
Chr00	33700001	33800000	14	0.25	0.232638888888833	0.75	0.767857142857214
Chr00	33800001	33900000	1	NA	NA	NA	NA
Chr00	33900001	3.4e+07	12	0.6875	0.765625	0.75	0.8350694444445
Chr00	34000001	34100000	0	NA	NA	NA	NA
Chr00	34100001	34200000	1	NA	NA	NA	NA
Chr00	34200001	34300000	4	NA	NA	NA	NA
Chr00	34300001	34400000	3	NA	NA	NA	NA
Chr00	34400001	34500000	7	0.5208333333335	0.5208333333335	0.84375	0.84375
Chr00	34500001	34600000	4	NA	NA	NA	NA
Chr00	34600001	34700000	2	NA	NA	NA	NA
Chr00	34700001	34800000	1	NA	NA	NA	NA
Chr00	34800001	34900000	22	0	0.0416666666666667	0.1979166666665	0.36458333333325
Chr00	34900001	3.5e+07	8	0.4375	0.4375	0.34375	0.395833333333383
Chr00	35000001	35100000	2	NA	NA	NA	NA
Chr00	35100001	35200000	8	0.0833333333333	0.093749999999975	0.71875	0.71354166666675
Chr00	35200001	35300000	13	0.5	0.430555555555556	0.5	0.45833333333325
Chr00	35300001	35400000	0	NA	NA	NA	NA
Chr00	35400001	35500000	3	NA	NA	NA	NA
Chr00	35500001	35600000	0	NA	NA	NA	NA
Chr00	35600001	35700000	0	NA	NA	NA	NA
Chr00	35700001	35800000	3	NA	NA	NA	NA
Chr00	35800001	35900000	8	0.03125	0.140625	0.666666666667	0.583333333333333
Chr00	35900001	3.6e+07	0	NA	NA	NA	NA
