INDEX	ID	Name_corCOP	date_corCOP	periode_corCOP	periode_corCOP_2decades	classification_corCOP	mean_petals_binary_less10	mean_petals_binary_more25	mean_petals	CoderemonteeHarmonise3years	codenumremonteeHarmonise3years	codenumremonteeAvg3years	IDJeremyYear1	coderemonteeYear1	codenumremonteeYear1	IDJeremyYear2	coderemonteeYear2	codenumremonteeYear2	IDJeremyYear3	coderemonteeYear3	codenumremonteeYear3	2phenylethanol	geraniol	35dimethoxytoluene	EEfarnesol	2phenylethanol_binary10	geraniol_binary10	35dimethoxytoluene_binary0p1	2phenylethanol_binary100	geraniol_binary50	35dimethoxytoluene_binary0p1	TN2014	TN2015	TN2016	PCo1	PCo2	PCo3	PCo4	PCo5	Name2	Nb_acicules_branch_binaryTatiana	Nb_prickles_branch_binaryTatiana	uper_leaf_shine_binaryTatiana	Plant_Type_BuissonnantOuAutre	Plant_Type_ArbustifOuAutre	Shape2014_CylindriqueOuNon	Shape2014_ConiqueOuNon	Shape2014_SpheriqueOuNon	shape_corolla_FlatOrNot	shape_corolla_EnCoupeOuPas	shape_corolla_GlobuleuseOuPas	shape_corolla_AquartiersOuPas	shape_corolla_ImbriqueeOuPas	color_distribution_UnicolorOrNot	main_petal_color_redpinkpurple_vs_other	main_petal_color_white_vs_other	main_petal_color_rose_vs_other	main_petal_color_purple_vs_other	Shape_2012	Shape_2013	Shape_2014	Shape_across_year	Plant_Type	Nb_acicules_branch	Nb_prickles_branch	uper_leaf_shine	shape_corolla	size_corolla	nb_flowers_per_inflorescence	color_distribution	unicolor_yesorno	main_petal_color	PCo1_2	PCo2_2	PCo3_2	PCo4_2	PCo5_2
11	ayrshire_queen_G1	ayrshire_queen	1835	[1830-1839]	[1830-1849]	Ayr	0	1	36.6	NR	1	1.33	NR176	NR	1	NR252	NR	1	R101	R	2	3.95	0	0	0	0	0	0	0	0	0	4	1	1	-138.9991345	-24.51825903	103.7225535	25.59293428	50.95134169	ayrshire_queen_G1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	3	3	3	3	9	3	3	3	3	5	3	unicolor	1	pink	-138.9991345	-24.51825903	103.7225535	25.59293428	50.95134169
12	bacchante_A5	bacchante	1805	[1800-1809]	[<1800-1829]	Hgal	NA	NA	NA	NR	1	1	NR114	NR	1	NR158	NR	1	NR151	NR	1	352.59	116.76	0	16.64	1	1	0	1	1	1	1	0	0	148.6877989	78.89562695	74.49304515	9.388725016	34.83346225	bacchante_A5	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	2	2	1	NA	5	7	1	2	9	NA	3	unicolor	1	pink	148.6877989	78.89562695	74.49304515	9.388725016	34.83346225
13	baron_de_wassenaer_D4	baron_de_wassenaer	1854	[1850-1859]	[1850-1869]	M	0	1	32.4	NR	1	1	NA	NA	NA	NR197	NR	1	NR196	NR	1	317.837	13.5067	0	0	1	1	0	1	0	0	4	4	NA	34.82704723	9.288689072	0.613487934	-56.29790269	-38.51167619	baron_de_wassenaer_D4	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	NA	2	2	2	5	7	5	2	7	3	3	unicolor	1	pink	34.82704723	9.288689072	0.613487934	-56.29790269	-38.51167619
14	beau_narcisse_H5	beau_narcisse	1824	[1820-1829]	[<1800-1829]	Hgal	0	1	66.6	NR	1	1.33	NR1	NR	1	NR1	NR	1	R1	R	2	263.763	97.3033	0	4.08	1	1	0	1	1	1	1	0	2	6.382910614	32.53792242	48.93836846	7.853137845	32.04381611	beau_narcisse_H5	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	NA	3	1	NA	5	5	3	2	9	5	3	unicolor	1	purple	6.382910614	32.53792242	48.93836846	7.853137845	32.04381611
15	belle_de_baltimore_G5	belle_de_baltimore	1843	[1840-1849]	[1830-1849]	Hset	0	1	68	NR	1	1	NR108	NR	1	NR149	NR	1	NR142	NR	1	204.82	0.366667	0	0	1	0	0	1	0	0	1	4	1	-46.37096406	97.72673904	-1.605629001	59.44729833	-148.4746297	belle_de_baltimore_G5	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	2	2	NA	9	3	3	3	11	3	5	unicolor	1	white	-46.37096406	97.72673904	-1.605629001	59.44729833	-148.4746297
16	belle_helene_A7	belle_helene	1815	[1810-1819]	[<1800-1829]	Hgal	NA	NA	NA	NR	1	1	NR10	NR	1	NR14	NR	1	NR7	NR	1	422.317	51.19	0	9.22667	1	1	0	1	1	1	1	0	0	148.3839434	77.26115888	73.29728665	8.605538297	33.03700986	belle_helene_A7	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	1	1	5	5	3	2	9	5	3	unicolor	1	pink	148.3839434	77.26115888	73.29728665	8.605538297	33.03700986
17	belle_herminie_B10	belle_herminie	1819	[1810-1819]	[<1800-1829]	Hgal	0	1	76.66666667	NR	1	1	NR40	NR	1	NR56	NR	1	NR58	NR	1	250.653	49.7933	0	3.71667	1	1	0	1	0	1	0	0	0	144.9301677	85.69525226	77.60357615	9.551957709	31.98649107	belle_herminie_B10	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	3	1	3	NA	5	7	5	2	9	5	3	unicolor	1	pink	144.9301677	85.69525226	77.60357615	9.551957709	31.98649107
18	belle_isis_F7	belle_isis	1845	[1840-1849]	[1830-1849]	Hgal	0	1	92.6	NR	1	1	NR58	NR	1	NR76	NR	1	NR73	NR	1	649.893	46.0767	0	1.75	1	1	0	1	0	1	0	0	0	139.8289367	91.20402738	76.06829827	12.34868701	29.30433336	belle_isis_F7	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	3	3	NA	5	5	5	2	11	5	3	unicolor	1	pink	139.8289367	91.20402738	76.06829827	12.34868701	29.30433336
19	belvedere_G8	belvedere	1829	[1820-1829]	[<1800-1829]	Hsem	0	1	43.8	NR	1	1	NR28	NR	1	NR40	NR	1	NR39	NR	1	454.647	0.38	0	0	1	0	0	1	0	0	0	0	0	-76.35198747	130.8225437	-102.8359617	56.56362305	-57.17162918	belvedere_G8	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	3	3	3	3	5	3	1	4	7	1	7	unicolor	1	pink	-76.35198747	130.8225437	-102.8359617	56.56362305	-57.17162918
20	bijou_des_amateurs_A8	bijou_des_amateurs	1837	[1830-1839]	[1830-1849]	Hgal	0	1	92	NR	1	1	NR8	NR	1	NR11	NR	1	NR5	NR	1	491.92	116.73	0	3.86	1	1	0	1	1	1	4	0	0	147.3416965	84.02596197	78.47719166	7.591117314	33.41085384	bijou_des_amateurs_A8	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	5	5	5	2	11	5	3	unicolor	1	pink	147.3416965	84.02596197	78.47719166	7.591117314	33.41085384
21	blanc_pur_G4	blanc_pur	1827	[1820-1829]	[<1800-1829]	N	0	1	40.75	NR	1	1	NR142	NR	1	NR205	NR	1	NR207	NR	1	255.43	24.174	8.04	0	1	1	1	1	0	0	3	1	1	-89.05312138	-106.0798522	72.57396957	68.46031165	-38.68751025	blanc_pur_G4	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	2	2	1	NA	7	3	3	3	3	5	3	unicolor	1	white	-89.05312138	-106.0798522	72.57396957	68.46031165	-38.68751025
22	blanche_moreau_A9	blanche_moreau	1880	[1880-1889]	[1870-1889]	M	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NR131	NR	1	194.29	62.2633	0	1.38333	1	1	0	1	1	1	3	3	3	153.0315293	61.00501605	61.53649982	1.326440892	31.04170792	blanche_moreau_A9	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	NA	NA	2	2	5	7	7	2	11	3	3	unicolor	1	white	153.0315293	61.00501605	61.53649982	1.326440892	31.04170792
23	blush_damask_H1	blush_damask	1760	unknown	NA	D	0	1	101.2	NR	1	1	NR113	NR	1	NR156	NR	1	NR150	NR	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	155.4423176	-13.73957001	-7.349283466	5.475746716	-6.934541869	blush_damask_H1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	2	2	3	NA	5	5	3	2	11	3	3	unicolor	1	pink	155.4423176	-13.73957001	-7.349283466	5.475746716	-6.934541869
24	blush_hip_B3	blush_hip	1830	unknown	NA	A	0	1	42	NR	1	1	NR188	NR	1	NR264	NR	1	NR269	NR	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	44.67255826	24.2437701	51.11986375	-9.067295293	-1.672971374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25	boula_de_nanteuil_A11	boula_de_nanteuil	1834	[1830-1839]	[1830-1849]	Hgal	NA	NA	NA	NR	1	1	NR80	NR	1	NR102	NR	1	NR95	NR	1	755.46	133.11	0	4.41	1	1	0	1	1	1	1	0	NA	149.5281974	77.30266169	73.538664	8.709565382	34.21592363	boula_de_nanteuil_A11	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	5	5	3	2	11	3	3	bicolor	0	pink	149.5281974	77.30266169	73.538664	8.709565382	34.21592363
26	bouquet_de_venus_D6	bouquet_de_venus	1814	[1810-1819]	[<1800-1829]	Hgal	0	0	15	NR	1	1	NR3	NR	1	NR4	NR	1	NR2	NR	1	375.347	61.8167	0	6.78	1	1	0	1	1	1	0	1	0	143.2546063	87.19330098	76.5833296	9.975063417	31.16188248	bouquet_de_venus_D6	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	2	1	NA	5	3	5	2	3	5	3	unicolor	1	pink	143.2546063	87.19330098	76.5833296	9.975063417	31.16188248
27	camaieu_G12	camaieu	1826	[1820-1829]	[<1800-1829]	Hgal	0	1	51.8	NR	1	1.33	NR51	NR	1	NR69	NR	1	R30	R	2	664.44	101.47	0	21.78	1	1	0	1	1	1	0	0	0	145.3760012	84.79419795	75.80717684	10.76519152	32.21629891	camaieu_G12	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	3	2	1	NA	5	5	3	2	3	5	3	bicolor	0	pink	145.3760012	84.79419795	75.80717684	10.76519152	32.21629891
28	capitaine_basroger_C1	capitaine_basroger	1890	[1890-1899]	[1890-1909]	M	0	1	52.4	NR	1	1	NR173	NR	1	NR246	NR	1	NR256	NR	1	207.493	46.9467	0	0	1	1	0	1	0	0	5	5	1	-9.640970301	-39.01887761	78.15585593	-36.95684111	30.07748965	capitaine_basroger_C1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	2	2	2	2	7	5	7	3	3	3	3	unicolor	1	purple	-9.640970301	-39.01887761	78.15585593	-36.95684111	30.07748965
29	caroline_banks_A12	caroline_bank	1889	[1880-1889]	[1870-1889]	Hmult	NA	NA	NA	NR	1	1	NR129	NR	1	NR185	NR	1	NR183	NR	1	61.6067	58.2467	0	0.153333	1	1	0	0	1	1	NA	3	3	-93.76707186	25.50878757	-53.00311352	-85.27165886	17.75708288	caroline_banks_A12	0	0	0	NA	NA	0	1	0	1	1	0	0	0	1	1	0	0	1	2	2	2	2	NA	3	1	2	3	5	3	unicolor	1	purple	-93.76707186	25.50878757	-53.00311352	-85.27165886	17.75708288
30	celine_F12	celine	1824	[1820-1829]	[<1800-1829]	B	0	1	53.2	NR	1	1	NR39	NR	1	NR55	NR	1	NR57	NR	1	525.34	16.74	0	0	1	1	0	1	0	0	3	4	2	-106.4983078	-32.37000764	-44.68090314	-85.44739918	-67.10719485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31	champmey_pink_cluster_B1	champney_s_pink_cluster	1811	[1810-1819]	[<1800-1829]	N	NA	NA	NA	NR	1	1	NA	NA	NA	NR280	NR	1	NR290	NR	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	NA	-176.6956869	56.12798242	-61.08032607	-4.359355682	-170.8127064	champmey_pink_cluster_B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-176.6956869	56.12798242	-61.08032607	-4.359355682	-170.8127064
32	charles_lawson_B4	charles_lawson	1853	[1850-1859]	[1850-1869]	NA	0	1	108	NR	1	1	NR136	NR	1	NR196	NR	1	NR195	NR	1	158.13	67.0333	0	2.68333	1	1	0	1	1	1	4	5	4	-18.34859278	-69.7651774	66.2508711	-75.66277555	10.96595515	charles_lawson_B4	0	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	2	2	3	NA	5	3	3	3	7	5	3	unicolor	1	pink	-18.34859278	-69.7651774	66.2508711	-75.66277555	10.96595515
33	charles_quint_B2	charles_quint	1856	[1850-1859]	[1850-1869]	Hgal	0	1	119.8	NR	1	1	NR165	NR	1	NR236	NR	1	NR246	NR	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	148.0193298	74.2478013	64.54379158	12.98458226	30.50093962	charles_quint_B2	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	2	1	1	NA	5	5	3	2	11	3	3	unicolor	1	pink	148.0193298	74.2478013	64.54379158	12.98458226	30.50093962
34	chloris_F10	cloris	1814	[1810-1819]	[<1800-1829]	A	0	1	76.2	NR	1	1	NR57	NR	1	NR75	NR	1	NR72	NR	1	81.618	39.374	0	0.12	1	1	0	0	0	1	0	0	0	145.5297694	6.97243187	-14.85161133	20.90616829	19.02514	chloris_F10	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	3	3	3	3	5	3	1	2	11	3	3	unicolor	1	pink	145.5297694	6.97243187	-14.85161133	20.90616829	19.02514
35	claire_jacquier_F8	mlle_claire_jacquier	1887	[1880-1889]	[1870-1889]	Pol	0	1	52.6	NR	1	1	NR77	NR	1	NR99	NR	1	NR93	NR	1	750.81	10.0667	6.09333	0	1	1	1	1	0	0	0	0	0	-128.4170857	-13.84619579	10.09662569	139.3906496	-149.4949561	claire_jacquier_F8	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	2	2	NA	9	3	1	4	5	3	5	unicolor	1	white	-128.4170857	-13.84619579	10.09662569	139.3906496	-149.4949561
36	clementine_B4	clementine	1818	[1810-1819]	[<1800-1829]	Hgal	0	1	44.2	NR	1	1	NR184	NR	1	NR258	NR	1	NR263	NR	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	136.9256352	16.62144359	19.79899591	17.60946417	-40.87281866	clementine_B4	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	2	2	2	2	7	5	3	2	5	5	3	unicolor	1	pink	136.9256352	16.62144359	19.79899591	17.60946417	-40.87281866
37	clotilde_soupert_B11	clothilde_soupert	1889	[1880-1889]	[1870-1889]	Pol	0	1	48	R	2	1.66	R53	R	2	R71	R	2	NR231	NR	1	194.952	0	0	0	1	0	0	1	0	0	5	4	1	-172.2810272	124.8043035	-134.3969251	27.74462787	59.86404483	clotilde_soupert_B11	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	2	2	2	2	7	3	1	3	3	3	5	unicolor	1	white	-172.2810272	124.8043035	-134.3969251	27.74462787	59.86404483
38	comtesse_de_murinais_E10	comtesse_de_murinais	1843	[1840-1849]	[1830-1849]	M	0	1	66.2	NR	1	1	NA	NA	NA	NR111	NR	1	NR102	NR	1	1194.35	156.34	0	13.45	1	1	0	1	1	1	1	0	1	145.3383323	-15.74866689	-1.354935069	5.325632569	-46.95938899	comtesse_de_murinais_E10	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	NA	2	2	2	5	7	7	2	11	3	3	unicolor	1	pink	145.3383323	-15.74866689	-1.354935069	5.325632569	-46.95938899
39	corporal_johann_nagy_D10	corporal_johann_nagy	1890	[1890-1899]	[1890-1909]	Hset	0	1	101.4	NR	1	1	NR41	NR	1	NR57	NR	1	NR59	NR	1	326.163	81.9933	0	1.36333	1	1	0	1	1	1	0	0	0	33.51144545	47.12848731	-22.25913585	-56.41449505	15.96692717	corporal_johann_nagy_D10	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	3	3	3	3	5	5	3	2	9	3	3	unicolor	1	pink	33.51144545	47.12848731	-22.25913585	-56.41449505	15.96692717
40	cramoisi_eblouissant_B6	cramoisi_eblouissant	1805	[1800-1810]	[<1800-1829]	Hgal	0	0	20.6	NR	1	1	NR201	NR	1	NR278	NR	1	NR286	NR	1	336.69	35.5	0	0.756667	1	1	0	1	0	1	1	0	0	143.4372729	80.04958344	67.66108251	11.34188716	29.60371286	cramoisi_eblouissant_B6	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	2	3	3	NA	5	7	3	2	3	5	3	mixed	0	pink	143.4372729	80.04958344	67.66108251	11.34188716	29.60371286
41	cramoisi_superieur_B7	cramoisi_superieur	1832	[1830-1839]	[1830-1849]	China	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-234.5598778	-6.030532698	-12.27828338	-16.91877662	39.35017849	cramoisi_superieur_B7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-234.5598778	-6.030532698	-12.27828338	-16.91877662	39.35017849
42	creme_H3	creme	1894	[1890-1899]	[1890-1909]	S	0	0	22.6	NR	1	1	NR132	NR	1	NR189	NR	1	NR188	NR	1	775.37	53.8733	0	0	1	1	0	1	1	0	0	0	0	-34.19196352	103.4083019	-0.632975669	67.51731572	-136.2844795	creme_H3	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	2	3	3	NA	5	3	3	2	3	1	7	unicolor	1	white	-34.19196352	103.4083019	-0.632975669	67.51731572	-136.2844795
43	crimsom_rambler_B8	crimsom_rambler	1893	[1890-1899]	[1890-1909]	Hmult	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-189.6426621	162.6410869	-171.3454542	-53.6488993	43.66874085	crimsom_rambler_B8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-189.6426621	162.6410869	-171.3454542	-53.6488993	43.66874085
44	crimson_globe_B3	crimson_globe	1890	[1890-1899]	[1890-1909]	M	0	1	98.4	NR	1	1	NR127	NR	1	NR179	NR	1	NR176	NR	1	464.62	71.626	0	0.944	1	1	0	1	1	1	5	4	4	39.20578818	0.367278349	32.5575225	-39.38462083	7.415705118	crimson_globe_B3	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	2	2	3	NA	5	7	5	2	11	5	3	unicolor	1	pink	39.20578818	0.367278349	32.5575225	-39.38462083	7.415705118
45	dawson_H1	dawson	1888	[1880-1889]	[1870-1889]	Hmult	0	0	14	NR	1	1	NR20	NR	1	NR28	NR	1	NR26	NR	1	199.784	34.358	0	0	1	1	0	1	0	0	5	1	4	-212.2285951	125.2652491	-146.5194713	-69.40393997	46.75548124	dawson_H1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	2	2	2	2	7	3	3	3	3	1	7	unicolor	1	pink	-212.2285951	125.2652491	-146.5194713	-69.40393997	46.75548124
46	delille_B12	delille	1852	[1850-1859]	[1850-1869]	M	0	1	44	NA	NA	2	RF36	RF	3	NR218	NR	1	R83	R	2	605.72	10.04	0	0	1	1	0	1	0	0	2	3	NA	35.32378205	10.26597991	35.04353249	-6.973464124	-44.11799824	delille_B12	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	2	2	2	2	7	7	5	2	1	3	3	unicolor	1	white	35.32378205	10.26597991	35.04353249	-6.973464124	-44.11799824
