chr	startwin	medianwin	endwin	NbDiagnoSNPs	medianfreqfirsthyb	meanfreqfirsthyb	medianfreqhybtea	meanfreqhybtea
Chr00	2050001	2550000	3050000	154	0.333333333333	0.393767217630847	0.625	0.651002506265684
Chr00	2100001	2600000	3100000	153	0.333333333333	0.400826446280988	0.625	0.651002506265684
Chr00	2150001	2650000	3150000	185	0.5	0.455376344086023	0.625	0.646221532091118
Chr00	2200001	2700000	3200000	184	0.5	0.46107456140351	0.625	0.647667714884717
Chr00	2250001	2750000	3250000	172	0.5	0.483732876712324	0.625	0.610138888888907
Chr00	2300001	2800000	3300000	174	0.5	0.475929054054049	0.625	0.598233995585007
Chr00	2350001	2850000	3350000	177	0.5	0.473785871964673	0.625	0.597958057395166
Chr00	2400001	2900000	3400000	161	0.5	0.466183574879214	0.625	0.584876543209896
Chr00	2450001	2950000	3450000	169	0.5	0.472222222222208	0.625	0.57867132867135
Chr00	2500001	3e+06	3500000	169	0.5	0.467013888888881	0.625	0.570804195804217
Chr00	2550001	3050000	3550000	206	0.4375	0.461458333333327	0.5625	0.559706703910631
Chr00	2600001	3100000	3600000	207	0.4375	0.456587523277458	0.5625	0.556564245810078
Chr00	2650001	3150000	3650000	191	0.4375	0.466299019607833	0.5625	0.547188755020102
Chr00	2700001	3200000	3700000	182	0.4375	0.460250511247427	0.5625	0.542728237791955
Chr00	2750001	3250000	3750000	184	0.4375	0.462878787878773	0.5625	0.554720464135044
Chr00	2800001	3300000	3800000	181	0.4375	0.459857723577217	0.5625	0.555822649572673
Chr00	2850001	3350000	3850000	186	0.4375	0.465976331360927	0.5625	0.564440993788845
Chr00	2900001	3400000	3900000	182	0.4375	0.470381526104401	0.5625	0.553197064989541
Chr00	2950001	3450000	3950000	183	0.5	0.479547764227632	0.5625	0.555511603375551
Chr00	3000001	3500000	4e+06	186	0.4375	0.469377510040158	0.5625	0.556455761316889
Chr00	3050001	3550000	4050000	187	0.5	0.478539156626507	0.5625	0.563650306748485
Chr00	3100001	3600000	4100000	194	0.5	0.478679337231972	0.5625	0.559176891615558
Chr00	3150001	3650000	4150000	161	0.375	0.438716545012162	0.5	0.541820987654333
Chr00	3200001	3700000	4200000	159	0.3958333333335	0.442330917874393	0.5	0.548509732360109
Chr00	3250001	3750000	4250000	146	0.46875	0.483702956989252	0.5625	0.573704481792739
Chr00	3300001	3800000	4300000	145	0.4375	0.479166666666674	0.53125	0.561793785310754
Chr00	3350001	3850000	4350000	140	0.4375	0.480947293447307	0.5	0.560507246376826
Chr00	3400001	3900000	4400000	154	0.4375	0.469551282051299	0.5	0.541501322751333
Chr00	3450001	3950000	4450000	146	0.4375	0.457994579945818	0.5	0.536589635854344
Chr00	3500001	4e+06	4500000	143	0.4375	0.460763888888905	0.5	0.536997126436784
Chr00	3550001	4050000	4550000	108	0.4375	0.468872549019631	0.5625	0.544495884773667
Chr00	3600001	4100000	4600000	102	0.4270833333335	0.471614583333357	0.53125	0.540296052631566
Chr00	3650001	4150000	4650000	103	0.416666666667	0.468229166666695	0.5625	0.542748917748909
Chr00	3700001	4200000	4700000	100	0.375	0.458333333333363	0.5	0.537385844748849
Chr00	3750001	4250000	4750000	98	0.375	0.463333333333355	0.5	0.518229166666653
Chr00	3800001	4300000	4800000	106	0.4375	0.470883534136574	0.5	0.520325203252012
Chr00	3850001	4350000	4850000	105	0.416666666667	0.466971544715471	0.5	0.513888888888864
Chr00	3900001	4400000	4900000	108	0.4270833333335	0.476017441860484	0.5	0.534474206349179
Chr00	3950001	4450000	4950000	100	0.416666666667	0.467335390946514	0.5	0.52590811965809
Chr00	4000001	4500000	5e+06	97	0.5	0.492616033755278	0.5	0.545230263157868
Chr00	4050001	4550000	5050000	95	0.5	0.508055555555564	0.5625	0.563673708920169
Chr00	4100001	4600000	5100000	91	0.5	0.521118721461196	0.5625	0.592905405405392
Chr00	4150001	4650000	5150000	98	0.53125	0.555729166666679	0.583333333333	0.632458847736617
Chr00	4200001	4700000	5200000	103	0.5	0.54626937984498	0.625	0.638323643410849
Chr00	4250001	4750000	5250000	101	0.5	0.563235294117662	0.666666666667	0.654356060606057
Chr00	4300001	4800000	5300000	98	0.5625	0.577876984127004	0.6875	0.687009803921565
Chr00	4350001	4850000	5350000	103	0.583333333333	0.599195075757594	0.6875	0.700374531835202
Chr00	4400001	4900000	5400000	116	0.5625	0.579506802721091	0.75	0.729609929078043
Chr00	4450001	4950000	5450000	145	0.5625	0.588414634146341	0.6875	0.741352201257925
Chr00	4500001	5e+06	5500000	170	0.5	0.566522988505744	0.666666666667	0.730666666666752
Chr00	4550001	5050000	5550000	171	0.5	0.57114512471655	0.666666666667	0.737860892388535
Chr00	4600001	5100000	5600000	187	0.5625	0.578252032520323	0.6875	0.74246453900717
Chr00	4650001	5150000	5650000	203	0.5625	0.576887661141801	0.6875	0.74562101910835
Chr00	4700001	5200000	5700000	215	0.5625	0.583006108202439	0.6875	0.753263052208904
Chr00	4750001	5250000	5750000	227	0.5625	0.582717569786532	0.71875	0.754789272030724
Chr00	4800001	5300000	5800000	222	0.5625	0.588435374149658	0.75	0.77071005917168
Chr00	4850001	5350000	5850000	249	0.5625	0.595736434108534	0.75	0.774753584229473
Chr00	4900001	5400000	5900000	275	0.583333333333	0.606956066945615	0.75	0.778846153846236
Chr00	4950001	5450000	5950000	288	0.583333333333	0.605494687915015	0.75	0.77585227272735
Chr00	5000001	5500000	6e+06	283	0.583333333333	0.604335357624842	0.75	0.773546511627986
Chr00	5050001	5550000	6050000	283	0.583333333333	0.604668674698806	0.75	0.775077160493903
Chr00	5100001	5600000	6100000	286	0.583333333333	0.606068121693129	0.75	0.773809523809599
Chr00	5150001	5650000	6150000	311	0.5625	0.58614659367397	0.6875	0.746148459383828
Chr00	5200001	5700000	6200000	304	0.5625	0.588561173533086	0.6875	0.744227994228069
Chr00	5250001	5750000	6250000	305	0.5625	0.578591417910451	0.6875	0.73635057471272
Chr00	5300001	5800000	6300000	306	0.5625	0.580080545229245	0.6875	0.738871082621158
Chr00	5350001	5850000	6350000	301	0.5625	0.575628930817611	0.6875	0.735389610389688
Chr00	5400001	5900000	6400000	278	0.5625	0.590840080971665	0.75	0.742770167427772
Chr00	5450001	5950000	6450000	248	0.5625	0.593374624624632	0.75	0.746763754045364
Chr00	5500001	6e+06	6500000	222	0.625	0.611913735343393	0.75	0.756160394265274
Chr00	5550001	6050000	6550000	228	0.625	0.620121951219523	0.75	0.763129340277818
Chr00	5600001	6100000	6600000	213	0.625	0.618421052631591	0.75	0.762055243445736
Chr00	5650001	6150000	6650000	199	0.625	0.627993295019168	0.75	0.760416666666713
Chr00	5700001	6200000	6700000	189	0.625	0.624500998004002	0.75	0.753428270042241
Chr00	5750001	6250000	6750000	178	0.666666666667	0.636677282377932	0.75	0.762969094922781
Chr00	5800001	6300000	6800000	177	0.666666666667	0.630440552016996	0.75	0.759583333333373
Chr00	5850001	6350000	6850000	146	0.625	0.622356965174129	0.75	0.75645994832045
Chr00	5900001	6400000	6900000	115	0.625	0.605753968253965	0.75	0.74918300653598
Chr00	5950001	6450000	6950000	112	0.625	0.605198019801973	0.75	0.758991228070211
Chr00	6000001	6500000	7e+06	139	0.5625	0.564049586776854	0.8125	0.784607438016562
Chr00	6050001	6550000	7050000	168	0.5	0.520545977011478	0.875	0.808883101851875
Chr00	6100001	6600000	7100000	177	0.4375	0.487012987012969	0.875	0.813582251082273
Chr00	6150001	6650000	7150000	183	0.375	0.429924242424226	0.875	0.848251028806605
Chr00	6200001	6700000	7200000	219	0.375	0.412930253623173	0.875	0.859722222222241
Chr00	6250001	6750000	7250000	212	0.375	0.412453183520583	0.875	0.86673280423282
Chr00	6300001	6800000	7300000	240	0.333333333333	0.380389718076268	0.875	0.858547507788178
Chr00	6350001	6850000	7350000	252	0.333333333333	0.368187203791455	0.875	0.859629629629644
Chr00	6400001	6900000	7400000	247	0.333333333333	0.366302588996748	0.875	0.861837121212136
Chr00	6450001	6950000	7450000	246	0.333333333333	0.362234477124167	0.875	0.860282874617752
Chr00	6500001	7e+06	7500000	251	0.333333333333	0.364932216905881	0.875	0.855661434977592
Chr00	6550001	7050000	7550000	264	0.3125	0.344182027649744	0.875	0.853187321937329
Chr00	6600001	7100000	7600000	312	0.3125	0.345016339869268	0.875	0.853945818610138
Chr00	6650001	7150000	7650000	360	0.333333333333	0.347938144329885	0.875	0.868975903614464
Chr00	6700001	7200000	7700000	373	0.333333333333	0.35485651214127	0.875	0.869082125603872
Chr00	6750001	7250000	7750000	377	0.333333333333	0.350013842746391	0.875	0.86743515850145
Chr00	6800001	7300000	7800000	376	0.333333333333	0.349428651059076	0.875	0.869219653179199
Chr00	6850001	7350000	7850000	388	0.333333333333	0.349477491961404	0.875	0.869529795158296
Chr00	6900001	7400000	7900000	400	0.333333333333	0.358165634674909	0.875	0.870257452574534
Chr00	6950001	7450000	7950000	407	0.333333333333	0.356786809815937	0.875	0.866919525065968
Chr00	7000001	7500000	8e+06	403	0.333333333333	0.358422256097548	0.875	0.864722222222227
Chr00	7050001	7550000	8050000	375	0.333333333333	0.358538251366114	0.875	0.859624413145546
Chr00	7100001	7600000	8100000	370	0.333333333333	0.366319444444439	0.875	0.859940476190483
Chr00	7150001	7650000	8150000	334	0.375	0.385036496350361	0.875	0.868452380952384
Chr00	7200001	7700000	8200000	308	0.375	0.398633069828719	0.875	0.863085045662103
Chr00	7250001	7750000	8250000	313	0.375	0.398832684824899	0.875	0.862500000000003
Chr00	7300001	7800000	8300000	288	0.375	0.421453900709217	0.875	0.866313038130384
Chr00	7350001	7850000	8350000	297	0.416666666667	0.433696403872741	0.875	0.860262345679012
Chr00	7400001	7900000	8400000	298	0.416666666667	0.433696403872741	0.875	0.860262345679012
Chr00	7450001	7950000	8450000	301	0.416666666667	0.434013605442166	0.875	0.853936887254902
Chr00	7500001	8e+06	8500000	300	0.3958333333335	0.432633196721306	0.875	0.856250000000001
Chr00	7550001	8050000	8550000	288	0.416666666667	0.435822740112993	0.875	0.847358923884521
Chr00	7600001	8100000	8600000	244	0.4375	0.453176567656754	0.875	0.843750000000006
Chr00	7650001	8150000	8650000	193	0.4375	0.462039877300602	0.833333333333	0.813296178343957
Chr00	7700001	8200000	8700000	185	0.4375	0.462712314225039	0.833333333333	0.808305369127519
Chr00	7750001	8250000	8750000	178	0.4375	0.455645161290304	0.833333333333	0.808159722222217
Chr00	7800001	8300000	8800000	178	0.4375	0.460323779193185	0.8125	0.803321678321673
Chr00	7850001	8350000	8850000	166	0.5	0.473706896551705	0.8125	0.795833333333325
Chr00	7900001	8400000	8900000	170	0.4375	0.479591836734682	0.78125	0.769694010416659
Chr00	7950001	8450000	8950000	164	0.5	0.49913793103447	0.8125	0.78326612903226
Chr00	8000001	8500000	9e+06	142	0.5	0.518145161290306	0.8125	0.768406148867314
Chr00	8050001	8550000	9050000	138	0.5	0.528581267217611	0.8125	0.760732323232316
Chr00	8100001	8600000	9100000	237	0.75	0.70288461538461	0.75	0.729166666666662
Chr00	8150001	8650000	9150000	295	0.6770833333335	0.684057203389822	0.6770833333335	0.63029661016942
Chr00	8200001	8700000	9200000	339	0.666666666667	0.662190755208326	0.583333333333	0.579607046070381
Chr00	8250001	8750000	9250000	341	0.666666666667	0.661883916990916	0.5625	0.571969696969611
Chr00	8300001	8800000	9300000	361	0.666666666667	0.656364468864471	0.46875	0.533528645833248
Chr00	8350001	8850000	9350000	346	0.666666666667	0.674061704834613	0.3541666666665	0.514547413793013
Chr00	8400001	8900000	9400000	362	0.75	0.680075757575762	0.5	0.537109374999926
Chr00	8450001	8950000	9450000	359	0.75	0.6842830882353	0.5625	0.545469576719504
Chr00	8500001	9e+06	9500000	384	0.666666666667	0.678754266211602	0.4583333333335	0.536044973544893
Chr00	8550001	9050000	9550000	379	0.6875	0.685121107266435	0.5	0.541330645161206
Chr00	8600001	9100000	9600000	374	0.75	0.68889377934272	0.333333333333	0.531162464985903
Chr00	8650001	9150000	9650000	378	0.75	0.694852941176469	0.53125	0.557208994708909
Chr00	8700001	9200000	9700000	385	0.75	0.69610352673493	0.333333333333	0.534284776902807
Chr00	8750001	9250000	9750000	488	0.75	0.698316283034958	0.8125	0.698329662261341
Chr00	8800001	9300000	9800000	502	0.75	0.698694029850753	0.8125	0.711260330578477
Chr00	8850001	9350000	9850000	526	0.6875	0.685976808176108	0.8125	0.724780701754355
Chr00	8900001	9400000	9900000	518	0.6875	0.691696642685858	0.8125	0.736163522012549
Chr00	8950001	9450000	9950000	656	0.666666666667	0.670239169675093	0.875	0.800316455696181
Chr00	9000001	9500000	1e+07	820	0.666666666667	0.659123055162669	0.9375	0.837187118437102
Chr00	9050001	9550000	10050000	857	0.625	0.656755390835585	0.9375	0.840122126436766
Chr00	9100001	9600000	10100000	766	0.625	0.62394749876177	0.9375	0.847093837534999
Chr00	9150001	9650000	10150000	730	0.625	0.628802402862993	0.9375	0.869500846023687
Chr00	9200001	9700000	10200000	723	0.625	0.641747754491023	0.9375	0.884813772775992
Chr00	9250001	9750000	10250000	721	0.625	0.643556636726552	0.9375	0.885216986155485
Chr00	9300001	9800000	10300000	766	0.625	0.639507892293412	0.9375	0.899890190336751
Chr00	9350001	9850000	10350000	796	0.625	0.638135876840701	0.9375	0.901599443671768
Chr00	9400001	9900000	10400000	784	0.625	0.633823861073529	0.9375	0.904406601123595
Chr00	9450001	9950000	10450000	808	0.625	0.640577091546216	0.9375	0.902909873188405
Chr00	9500001	1e+07	10500000	804	0.625	0.644353070175447	0.9375	0.902099824098505
Chr00	9550001	10050000	10550000	826	0.625	0.645537252368655	0.9375	0.901846530438487
Chr00	9600001	10100000	10600000	888	0.625	0.636687599681026	0.9375	0.897437796208532
Chr00	9650001	10150000	10650000	885	0.625	0.63346822541967	0.9375	0.895511296076101
Chr00	9700001	10200000	10700000	871	0.625	0.63193600648036	0.9375	0.899784913965587
Chr00	9750001	10250000	10750000	768	0.625	0.622928176795585	0.9375	0.899481304149566
Chr00	9800001	10300000	10800000	759	0.625	0.619138811513467	0.9375	0.895977608494921
Chr00	9850001	10350000	10850000	740	0.625	0.622373447946517	0.9375	0.894141737891736
Chr00	9900001	10400000	10900000	743	0.625	0.617669753086424	0.9375	0.888209219858155
Chr00	9950001	10450000	10950000	605	0.625	0.61709515366431	0.916666666667	0.874130434782609
Chr00	10000001	10500000	1.1e+07	446	0.625	0.616987179487176	0.875	0.850718725718727
Chr00	10050001	10550000	11050000	405	0.625	0.617871352785148	0.875	0.848945012787726
Chr00	10100001	10600000	11100000	385	0.625	0.614641203703703	0.875	0.843497304582213
Chr00	10150001	10650000	11150000	375	0.583333333333	0.603630952380951	0.875	0.832702020202022
Chr00	10200001	10700000	11200000	331	0.5625	0.585844191096635	0.875	0.81529947916667
Chr00	10250001	10750000	11250000	329	0.5625	0.583743169398908	0.875	0.815710167714888
Chr00	10300001	10800000	11300000	264	0.5625	0.577841701534167	0.8125	0.776936848958337
Chr00	10350001	10850000	11350000	227	0.5625	0.57026143790849	0.8125	0.752073906485676
Chr00	10400001	10900000	11400000	222	0.5625	0.573911222780563	0.8125	0.747492283950622
Chr00	10450001	10950000	11450000	199	0.5	0.529260299625461	0.75	0.728518998272888
Chr00	10500001	1.1e+07	11500000	174	0.5	0.504058441558429	0.75	0.716393849206353
Chr00	10550001	11050000	11550000	149	0.5	0.480383211678825	0.75	0.685446009389671
Chr00	10600001	11100000	11600000	90	0.416666666667	0.433441558441558	0.5	0.563271604938275
Chr00	10650001	11150000	11650000	88	0.4375	0.438063063063054	0.5	0.557959401709401
Chr00	10700001	11200000	11700000	88	0.4375	0.440878378378365	0.5	0.552350427350427
Chr00	10750001	11250000	11750000	90	0.4375	0.44277777777776	0.5	0.553497942386831
Chr00	10800001	11300000	11800000	88	0.4375	0.450342465753425	0.5625	0.565400843881852
Chr00	10850001	11350000	11850000	83	0.4375	0.457159624413155	0.5625	0.575109649122807
Chr00	10900001	11400000	11900000	72	0.4375	0.447916666666667	0.5625	0.584935897435897
Chr00	10950001	11450000	11950000	67	0.375	0.414870689655172	0.5	0.547569444444438
Chr00	11000001	11500000	1.2e+07	64	0.375	0.394230769230769	0.5	0.528409090909084
Chr00	11050001	11550000	12050000	72	0.375	0.395833333333345	0.5	0.5188492063492
Chr00	11100001	11600000	12100000	76	0.375	0.395114942528741	0.5	0.507462686567158
Chr00	11150001	11650000	12150000	64	0.3541666666665	0.384510869565239	0.5	0.522727272727265
Chr00	11200001	11700000	12200000	147	0.375	0.395155826558251	0.875	0.767059178743959
Chr00	11250001	11750000	12250000	192	0.375	0.418981481481475	0.875	0.80620421245421
Chr00	11300001	11800000	12300000	190	0.4375	0.434374999999993	0.875	0.823263888888891
Chr00	11350001	11850000	12350000	208	0.5	0.455684007707127	0.875	0.834635416666668
Chr00	11400001	11900000	12400000	249	0.5	0.453502415458937	0.9375	0.84706651718984
Chr00	11450001	11950000	12450000	253	0.5	0.456320450885666	0.9375	0.85380116959065
Chr00	11500001	1.2e+07	12500000	275	0.5	0.450952914798203	0.9375	0.855888429752071
Chr00	11550001	12050000	12550000	309	0.4375	0.435943983402488	0.9375	0.86643518518519
Chr00	11600001	12100000	12600000	346	0.4375	0.432561728395066	0.9375	0.881472491909393
Chr00	11650001	12150000	12650000	397	0.5	0.469637223974769	0.9375	0.883553274682315
Chr00	11700001	12200000	12700000	454	0.5	0.466319444444449	0.9375	0.885610079575608
Chr00	11750001	12250000	12750000	460	0.5	0.465893351800559	0.9375	0.888558201058212
Chr00	11800001	12300000	12800000	466	0.5	0.464088397790057	0.9375	0.889888743455509
Chr00	11850001	12350000	12850000	476	0.5	0.464493727598569	1	0.891161941580766
Chr00	11900001	12400000	12900000	477	0.5	0.463695263628243	1	0.889513710368476
Chr00	11950001	12450000	12950000	473	0.5	0.466542119565222	1	0.895724826388899
Chr00	12000001	12500000	1.3e+07	489	0.5	0.457739637305706	1	0.898690773067342
Chr00	12050001	12550000	13050000	508	0.4375	0.441931540342302	0.9375	0.905853174603183
Chr00	12100001	12600000	13100000	540	0.416666666667	0.432634164777029	0.9375	0.91150442477877
Chr00	12150001	12650000	13150000	544	0.416666666667	0.431273408239707	0.9375	0.908562271062279
Chr00	12200001	12700000	13200000	477	0.375	0.427985564304475	1	0.902993109388468
Chr00	12250001	12750000	13250000	446	0.375	0.414246931067059	1	0.897934173669479
Chr00	12300001	12800000	13300000	463	0.375	0.408662579473223	1	0.894425675675689
Chr00	12350001	12850000	13350000	531	0.3125	0.355001965408819	0.9375	0.870984504913093
Chr00	12400001	12900000	13400000	515	0.3125	0.354638958858117	0.9375	0.869645638629299
Chr00	12450001	12950000	13450000	518	0.3125	0.3546836228288	0.9375	0.869247873163202
Chr00	12500001	1.3e+07	13500000	497	0.3125	0.355240549828196	0.875	0.868570574162696
Chr00	12550001	13050000	13550000	462	0.3125	0.362691960252953	0.875	0.863675213675231
Chr00	12600001	13100000	13600000	436	0.3125	0.36789772727274	0.833333333333	0.844748858447507
Chr00	12650001	13150000	13650000	387	0.25	0.323593073593086	0.8125	0.840277777777798
Chr00	12700001	13200000	13700000	330	0.25	0.3052672955975	0.8125	0.835000000000017
Chr00	12750001	13250000	13750000	322	0.25	0.305713383838399	0.8125	0.833122895622912
Chr00	12800001	13300000	13800000	317	0.25	0.311148218829532	0.8125	0.833261245674758
Chr00	12850001	13350000	13850000	307	0.25	0.304976851851867	0.8125	0.831861012956438
Chr00	12900001	13400000	13900000	348	0.25	0.33688850967009	0.75	0.803312629399612
Chr00	12950001	13450000	13950000	454	0.375	0.446458863443604	0.75	0.800778050778079
Chr00	13000001	13500000	1.4e+07	454	0.4375	0.45833333333334	0.75	0.795249795249828
Chr00	13050001	13550000	14050000	438	0.4375	0.488253546099299	0.75	0.790367965368003
Chr00	13100001	13600000	14100000	402	0.5	0.505559628543506	0.75	0.777757879656201
Chr00	13150001	13650000	14150000	426	0.5	0.528466483011941	0.75	0.776623686724014
Chr00	13200001	13700000	14200000	441	0.5625	0.573306595365426	0.75	0.779265873015917
Chr00	13250001	13750000	14250000	427	0.5625	0.586719467401291	0.75	0.775376427829745
Chr00	13300001	13800000	14300000	431	0.5625	0.600112612612615	0.75	0.761487538940857
Chr00	13350001	13850000	14350000	357	0.6875	0.709677419354842	0.75	0.751822916666721
Chr00	13400001	13900000	14400000	346	0.75	0.720266350210975	0.75	0.745797567954275
Chr00	13450001	13950000	14450000	383	0.75	0.76023603082852	0.75	0.753125000000042
Chr00	13500001	1.4e+07	14500000	442	0.916666666667	0.787286324786328	0.75	0.780345659164023
Chr00	13550001	14050000	14550000	489	1	0.805262128325512	0.8125	0.798770296084083
Chr00	13600001	14100000	14600000	492	1	0.821872571872576	1	0.813210227272758
Chr00	13650001	14150000	14650000	496	1	0.817177854938275	1	0.808802816901439
Chr00	13700001	14200000	14700000	498	1	0.817768754833724	1	0.808706816059787
Chr00	13750001	14250000	14750000	506	1	0.812262176560126	0.9375	0.806580145719519
Chr00	13800001	14300000	14800000	508	1	0.811973180076632	0.916666666667	0.803116621983944
Chr00	13850001	14350000	14850000	518	1	0.804687500000001	0.875	0.802356020942437
Chr00	13900001	14400000	14900000	485	1	0.82902298850575	1	0.824786324786348
Chr00	13950001	14450000	14950000	435	1	0.826201201201205	0.96875	0.819686181434627
Chr00	14000001	14500000	1.5e+07	453	1	0.83058058058058	0.916666666667	0.80589123867071
Chr00	14050001	14550000	15050000	453	1	0.822226405622489	0.875	0.801463293650807
Chr00	14100001	14600000	15100000	462	1	0.819944944944944	0.833333333333	0.798671497584554
Chr00	14150001	14650000	15150000	458	1	0.826366772823781	0.833333333333	0.7992266851339
Chr00	14200001	14700000	15200000	483	1	0.829142371234208	0.833333333333	0.801355421686757
Chr00	14250001	14750000	15250000	488	1	0.826469171483622	0.833333333333	0.800920427553451
Chr00	14300001	14800000	15300000	552	1	0.737650343642612	0.8125	0.786352040816329
Chr00	14350001	14850000	15350000	598	1	0.698343373493973	0.75	0.775015489467164
Chr00	14400001	14900000	15400000	591	1	0.689957002457	0.75	0.774305555555558
Chr00	14450001	14950000	15450000	591	0.8125	0.656888888888885	0.75	0.770987940630807
Chr00	14500001	1.5e+07	15500000	536	0.625	0.608824269889221	0.75	0.756266937669386
Chr00	14550001	15050000	15550000	538	0.4375	0.533658658658656	0.75	0.732701264138403
Chr00	14600001	15100000	15600000	554	0.333333333333	0.487268518518516	0.75	0.714591408268746
Chr00	14650001	15150000	15650000	593	0.333333333333	0.450772849462367	0.6875	0.700277278177466
Chr00	14700001	15200000	15700000	593	0.333333333333	0.453500000000001	0.6875	0.701139088729025
Chr00	14750001	15250000	15750000	587	0.333333333333	0.449356368563687	0.6875	0.699810606060615
Chr00	14800001	15300000	15800000	581	0.333333333333	0.447578828828831	0.6875	0.699410232843145
Chr00	14850001	15350000	15850000	572	0.333333333333	0.450684931506855	0.6875	0.697255907960207
Chr00	14900001	15400000	15900000	568	0.333333333333	0.44707987072946	0.6875	0.696540880503153
Chr00	14950001	15450000	15950000	516	0.333333333333	0.438116370808681	0.6875	0.693513745704468
Chr00	15000001	15500000	1.6e+07	488	0.333333333333	0.428064842958466	0.6875	0.700063268257416
Chr00	15050001	15550000	16050000	480	0.3125	0.422036749482408	0.6875	0.701742256637173
