chr	startwin	medianwin	endwin	NbDiagnoSNPs	medianfreqfirsthyb	meanfreqfirsthyb	medianfreqhybtea	meanfreqhybtea
Chr00	2050001	2200000	2350000	54	0.1875	0.258638211382102	0.6770833333335	0.701992753623196
Chr00	2100001	2250000	2400000	68	0.28125	0.332532051282062	0.666666666667	0.706967213114771
Chr00	2150001	2300000	2450000	69	0.3125	0.347348484848495	0.666666666667	0.706317204301097
Chr00	2200001	2350000	2500000	68	0.3125	0.367559523809521	0.6875	0.716471354166688
Chr00	2250001	2400000	2550000	35	0.5	0.54375	0.71875	0.743872549019647
Chr00	2300001	2450000	2600000	35	0.5	0.520833333333355	0.75	0.7261029411765
Chr00	2350001	2500000	2650000	50	0.5	0.492521367521392	0.75	0.718276515151545
Chr00	2400001	2550000	2700000	46	0.5625	0.51013513513517	0.71875	0.68645833333335
Chr00	2450001	2600000	2750000	46	0.5	0.500595238095266	0.625	0.641260162601634
Chr00	2500001	2650000	2800000	47	0.5	0.504901960784362	0.625	0.618055555555564
Chr00	2550001	2700000	2850000	48	0.5	0.509523809523866	0.625	0.608854166666675
Chr00	2600001	2750000	2900000	48	0.5	0.460858585858615	0.6041666666665	0.600877192982474
Chr00	2650001	2800000	2950000	36	0.375	0.469494047619071	0.5625	0.567876344086032
Chr00	2700001	2850000	3e+06	28	NA	NA	NA	NA
Chr00	2750001	2900000	3050000	33	0.333333333333	0.369047619047536	0.5	0.509615384615423
Chr00	2800001	2950000	3100000	30	0.333333333333	0.37345679012337	0.5625	0.531250000000038
Chr00	2850001	3e+06	3150000	64	0.625	0.519125683060082	0.625	0.595833333333364
Chr00	2900001	3050000	3200000	62	0.625	0.540935672514597	0.625	0.58537581699349
Chr00	2950001	3100000	3250000	76	0.5	0.473214285714257	0.5625	0.536858974358985
Chr00	3000001	3150000	3300000	79	0.5	0.468321917808205	0.5625	0.538647342995174
Chr00	3050001	3200000	3350000	77	0.5	0.485915492957737	0.625	0.562500000000016
Chr00	3100001	3250000	3400000	76	0.5	0.480072463768106	0.625	0.563492063492079
Chr00	3150001	3300000	3450000	53	0.3229166666665	0.375473484848445	0.5	0.511363636363659
Chr00	3200001	3350000	3500000	53	0.3229166666665	0.369791666666637	0.5	0.510416666666688
Chr00	3250001	3400000	3550000	69	0.4375	0.449218749999994	0.5	0.53902116402119
Chr00	3300001	3450000	3600000	68	0.4375	0.442540322580639	0.5	0.548051075268855
Chr00	3350001	3500000	3650000	64	0.4375	0.464439655172419	0.5	0.54484463276839
Chr00	3400001	3550000	3700000	67	0.4375	0.476814516129037	0.5	0.543682795698952
Chr00	3450001	3600000	3750000	61	0.4375	0.462425595238107	0.5	0.556919642857161
Chr00	3500001	3650000	3800000	59	0.4375	0.46913580246913	0.5	0.561298076923096
Chr00	3550001	3700000	3850000	28	NA	NA	NA	NA
Chr00	3600001	3750000	3900000	23	NA	NA	NA	NA
Chr00	3650001	3800000	3950000	28	NA	NA	NA	NA
Chr00	3700001	3850000	4e+06	32	0.40625	0.480902777777817	0.6458333333335	0.612980769230769
Chr00	3750001	3900000	4050000	36	0.375	0.461925287356331	0.625	0.563844086021516
Chr00	3800001	3950000	4100000	43	0.5	0.485906862745135	0.5	0.553030303030303
Chr00	3850001	4e+06	4150000	39	0.375	0.448994252873607	0.5	0.518678160919517
Chr00	3900001	4050000	4200000	39	0.5	0.47557471264371	0.625	0.587643678160897
Chr00	3950001	4100000	4250000	39	0.5833333333335	0.481944444444453	0.6458333333335	0.592147435897423
Chr00	4000001	4150000	4300000	38	0.666666666667	0.507902298850586	0.5625	0.5325
Chr00	4050001	4200000	4350000	30	0.5833333333335	0.515151515151545	0.53125	0.536458333333312
Chr00	4100001	4250000	4400000	36	0.3958333333335	0.439732142857179	0.5	0.483974358974346
Chr00	4150001	4300000	4450000	38	0.3541666666665	0.425000000000033	0.4375	0.471726190476179
Chr00	4200001	4350000	4500000	37	0.333333333333	0.400000000000033	0.4375	0.431327160493815
Chr00	4250001	4400000	4550000	31	0.3125	0.34500000000004	0.375	0.39166666666664
Chr00	4300001	4450000	4600000	25	NA	NA	NA	NA
Chr00	4350001	4500000	4650000	27	NA	NA	NA	NA
Chr00	4400001	4550000	4700000	13	NA	NA	NA	NA
Chr00	4450001	4600000	4750000	13	NA	NA	NA	NA
Chr00	4500001	4650000	4800000	22	NA	NA	NA	NA
Chr00	4550001	4700000	4850000	25	NA	NA	NA	NA
Chr00	4600001	4750000	4900000	29	NA	NA	NA	NA
Chr00	4650001	4800000	4950000	25	NA	NA	NA	NA
Chr00	4700001	4850000	5e+06	29	NA	NA	NA	NA
Chr00	4750001	4900000	5050000	33	0.5625	0.577586206896528	0.666666666667	0.672916666666667
Chr00	4800001	4950000	5100000	28	NA	NA	NA	NA
Chr00	4850001	5e+06	5150000	32	0.8125	0.710648148148159	0.9375	0.849856321839103
Chr00	4900001	5050000	5200000	34	0.75	0.683908045977045	0.9375	0.872311827957032
Chr00	4950001	5100000	5250000	40	0.8229166666665	0.719975490196097	0.96875	0.887731481481528
Chr00	5000001	5150000	5300000	39	0.8229166666665	0.716299019607891	0.96875	0.890318627451029
Chr00	5050001	5200000	5350000	38	0.8125	0.741666666666714	1	0.908700980392177
Chr00	5100001	5250000	5400000	61	0.5625	0.586084905660389	0.84375	0.810688405797174
Chr00	5150001	5300000	5450000	85	0.5	0.557077625570775	0.6875	0.765330188679377
Chr00	5200001	5350000	5500000	104	0.5	0.529962546816467	0.666666666667	0.728535353535515
Chr00	5250001	5400000	5550000	101	0.4375	0.513888888888881	0.666666666667	0.717447916666828
Chr00	5300001	5450000	5600000	114	0.5	0.529999999999986	0.666666666667	0.724232456140487
Chr00	5350001	5500000	5650000	127	0.5	0.524671052631567	0.666666666667	0.721441947565663
Chr00	5400001	5550000	5700000	112	0.5	0.573432343234317	0.666666666667	0.755144032921914
Chr00	5450001	5600000	5750000	95	0.5	0.570785984848477	0.6875	0.745400432900507
Chr00	5500001	5650000	5800000	74	0.583333333333	0.622242647058823	0.8125	0.78192204301079
Chr00	5550001	5700000	5850000	103	0.625	0.630149812734101	0.75	0.777263374485642
Chr00	5600001	5750000	5900000	117	0.666666666667	0.643564356435663	0.75	0.777553763440914
Chr00	5650001	5800000	5950000	110	0.6875	0.65031362007171	0.75	0.774664750957908
Chr00	5700001	5850000	6e+06	97	0.666666666667	0.645080321285169	0.75	0.761752136752192
Chr00	5750001	5900000	6050000	89	0.6875	0.653611111111147	0.75	0.781539351851903
Chr00	5800001	5950000	6100000	92	0.75	0.660937500000025	0.75	0.782534246575384
Chr00	5850001	6e+06	6150000	94	0.5625	0.60125968992248	0.75	0.71759259259263
Chr00	5900001	6050000	6200000	63	0.5625	0.55994152046783	0.666666666667	0.684413580246944
Chr00	5950001	6100000	6250000	57	0.5	0.540441176470575	0.666666666667	0.668836805555604
Chr00	6000001	6150000	6300000	62	0.5625	0.555803571428559	0.666666666667	0.69536163522017
Chr00	6050001	6200000	6350000	56	0.5625	0.547794117647045	0.666666666667	0.680697278911612
Chr00	6100001	6250000	6400000	53	0.46875	0.50564236111111	0.666666666667	0.667534722222271
Chr00	6150001	6300000	6450000	22	NA	NA	NA	NA
Chr00	6200001	6350000	6500000	22	NA	NA	NA	NA
Chr00	6250001	6400000	6550000	24	NA	NA	NA	NA
Chr00	6300001	6450000	6600000	21	NA	NA	NA	NA
Chr00	6350001	6500000	6650000	25	NA	NA	NA	NA
Chr00	6400001	6550000	6700000	23	NA	NA	NA	NA
Chr00	6450001	6600000	6750000	25	NA	NA	NA	NA
Chr00	6500001	6650000	6800000	29	NA	NA	NA	NA
Chr00	6550001	6700000	6850000	21	NA	NA	NA	NA
Chr00	6600001	6750000	6900000	19	NA	NA	NA	NA
Chr00	6650001	6800000	6950000	23	NA	NA	NA	NA
Chr00	6700001	6850000	7e+06	47	0.416666666667	0.472972972972973	0.875	0.861280487804902
Chr00	6750001	6900000	7050000	79	0.375	0.389550264550238	0.875	0.885256410256415
Chr00	6800001	6950000	7100000	92	0.375	0.375270562770532	0.875	0.889339826839831
Chr00	6850001	7e+06	7150000	131	0.3229166666665	0.325668238993687	0.875	0.859283625731009
Chr00	6900001	7050000	7200000	167	0.333333333333	0.325674019607822	0.875	0.872023809523823
Chr00	6950001	7100000	7250000	157	0.333333333333	0.311360677083311	0.875	0.871919014084521
Chr00	7000001	7150000	7300000	163	0.25	0.289215686274484	0.875	0.86058789954339
Chr00	7050001	7200000	7350000	140	0.25	0.257656695156685	0.8125	0.848397435897454
Chr00	7100001	7250000	7400000	123	0.1875	0.247291666666661	0.8125	0.845211988304114
Chr00	7150001	7300000	7450000	85	0.25	0.274354460093892	0.875	0.869318181818195
Chr00	7200001	7350000	7500000	54	0.25	0.262681159420267	0.8125	0.815901360544224
Chr00	7250001	7400000	7550000	76	0.25	0.286375661375629	0.833333333333	0.83242753623187
Chr00	7300001	7450000	7600000	93	0.3125	0.3463888888889	0.875	0.850889513108607
Chr00	7350001	7500000	7650000	133	0.333333333333	0.389360841423947	0.875	0.884689922480612
Chr00	7400001	7550000	7700000	149	0.375	0.410078347578346	0.875	0.881178160919538
Chr00	7450001	7600000	7750000	156	0.375	0.415972222222221	0.875	0.875689845474616
Chr00	7500001	7650000	7800000	154	0.375	0.411458333333341	0.875	0.883948545861302
Chr00	7550001	7700000	7850000	145	0.375	0.413876488095251	0.9270833333335	0.884976525821613
Chr00	7600001	7750000	7900000	107	0.4270833333335	0.46205357142855	0.9375	0.898462783171534
Chr00	7650001	7800000	7950000	70	0.5	0.498106060606035	0.875	0.843910256410262
Chr00	7700001	7850000	8e+06	77	0.416666666667	0.442791005290987	0.875	0.841549295774648
Chr00	7750001	7900000	8050000	77	0.416666666667	0.425995024875615	0.833333333333	0.845319634703192
Chr00	7800001	7950000	8100000	86	0.4375	0.439903846153836	0.833333333333	0.84825102880658
Chr00	7850001	8e+06	8150000	77	0.4375	0.454106280193236	0.833333333333	0.848298122065718
Chr00	7900001	8050000	8200000	75	0.4375	0.446338383838398	0.875	0.844047619047614
Chr00	7950001	8100000	8250000	63	0.4375	0.441384180790971	0.875	0.856681034482776
Chr00	8000001	8150000	8300000	48	0.5	0.484011627906977	0.875	0.860615079365095
Chr00	8050001	8200000	8350000	62	0.5	0.477594339622604	0.875	0.831018518518518
Chr00	8100001	8250000	8400000	51	0.5	0.472052845528415	0.875	0.813112745098038
Chr00	8150001	8300000	8450000	52	0.5	0.483630952380905	0.875	0.754289215686273
Chr00	8200001	8350000	8500000	46	0.4375	0.453828828828784	0.8125	0.709104938271604
Chr00	8250001	8400000	8550000	51	0.3958333333335	0.437996031745998	0.75	0.651041666666654
Chr00	8300001	8450000	8600000	49	0.3958333333335	0.43998015873014	0.75	0.648065476190475
Chr00	8350001	8500000	8650000	29	NA	NA	NA	NA
Chr00	8400001	8550000	8700000	36	0.4375	0.488005050505058	0.75	0.6640625
Chr00	8450001	8600000	8750000	33	0.40625	0.473611111111097	0.75	0.710144927536217
Chr00	8500001	8650000	8800000	32	0.5	0.497844827586169	0.75	0.699810606060591
Chr00	8550001	8700000	8850000	23	NA	NA	NA	NA
Chr00	8600001	8750000	8900000	33	0.5625	0.612787356321793	0.666666666667	0.660714285714238
Chr00	8650001	8800000	8950000	41	0.625	0.661036036036	0.78125	0.759114583333312
Chr00	8700001	8850000	9e+06	34	0.59375	0.649999999999967	0.75	0.73833333333332
Chr00	8750001	8900000	9050000	37	0.666666666667	0.662878787878788	0.75	0.737351190476179
Chr00	8800001	8950000	9100000	145	1	0.854346264367828	0.75	0.698252688172042
Chr00	8850001	9e+06	9150000	206	0.916666666667	0.775520833333338	0.333333333333	0.527895480225853
Chr00	8900001	9050000	9200000	244	0.833333333333	0.734166666666672	0.333333333333	0.490064102563963
Chr00	8950001	9100000	9250000	240	0.833333333333	0.723806042884998	0.333333333333	0.395833333333156
Chr00	9000001	9150000	9300000	267	0.75	0.707031250000014	0.333333333333	0.377487562188903
Chr00	9050001	9200000	9350000	270	0.75	0.711125429553276	0.333333333333	0.351142473118121
Chr00	9100001	9250000	9400000	176	0.5	0.572830578512402	0.333333333333	0.414251207729336
Chr00	9150001	9300000	9450000	116	0.5729166666665	0.576923076923097	0.333333333333	0.476190476190457
Chr00	9200001	9350000	9500000	91	0.666666666667	0.623592342342338	0.4583333333335	0.51319444444443
Chr00	9250001	9400000	9550000	89	0.666666666667	0.625563063063054	0.5	0.520833333333319
Chr00	9300001	9450000	9600000	62	0.666666666667	0.659198113207509	0.75	0.6875
Chr00	9350001	9500000	9650000	61	0.666666666667	0.675080128205096	0.9583333333335	0.771634615384615
Chr00	9400001	9550000	9700000	59	0.666666666667	0.647875816993471	0.666666666667	0.653985507246348
Chr00	9450001	9600000	9750000	162	0.666666666667	0.678691275167785	0.875	0.855846774193548
Chr00	9500001	9650000	9800000	150	0.6875	0.69882246376813	0.875	0.869414251207739
Chr00	9550001	9700000	9850000	170	0.6875	0.673344017094032	0.875	0.872265625000012
Chr00	9600001	9750000	9900000	177	0.6875	0.682484567901247	0.875	0.872754491017976
Chr00	9650001	9800000	9950000	319	0.625	0.64555739514349	0.9375	0.897702104097458
Chr00	9700001	9850000	1e+07	469	0.625	0.634102852852863	0.9375	0.918262012012014
Chr00	9750001	9900000	10050000	406	0.583333333333	0.614963107638895	0.9375	0.917049431321084
Chr00	9800001	9950000	10100000	409	0.583333333333	0.615363910422058	0.9375	0.920681423611109
Chr00	9850001	1e+07	10150000	410	0.625	0.626825601374576	0.9375	0.917263454861109
Chr00	9900001	10050000	10200000	449	0.625	0.630819640062602	0.9375	0.917357819905211
Chr00	9950001	10100000	10250000	305	0.666666666667	0.63983918128656	0.9375	0.908362470862469
Chr00	10000001	10150000	10300000	213	0.625	0.635057471264361	0.9375	0.896139705882353
Chr00	10050001	10200000	10350000	209	0.625	0.639865996649925	0.9375	0.909203980099503
Chr00	10100001	10250000	10400000	194	0.625	0.629901960784315	0.9375	0.905913978494624
Chr00	10150001	10300000	10450000	194	0.625	0.655080213903749	0.9375	0.912655971479497
Chr00	10200001	10350000	10500000	172	0.625	0.645582329317283	0.9375	0.896586345381524
Chr00	10250001	10400000	10550000	194	0.625	0.644675925925933	0.9375	0.894392730496457
Chr00	10300001	10450000	10600000	184	0.625	0.631822612085766	0.875	0.865972222222222
Chr00	10350001	10500000	10650000	150	0.625	0.623950839328532	0.8541666666665	0.844172297297297
Chr00	10400001	10550000	10700000	146	0.625	0.627623456790119	0.833333333333	0.837673611111111
Chr00	10450001	10600000	10750000	122	0.5625	0.577194940476187	0.833333333333	0.832808123249303
Chr00	10500001	10650000	10800000	105	0.5	0.534071180555542	0.833333333333	0.814542483660137
Chr00	10550001	10700000	10850000	84	0.5	0.497656249999987	0.8125	0.773470464135013
Chr00	10600001	10750000	10900000	32	0.375	0.424851190476214	0.5	0.517857142857143
Chr00	10650001	10800000	10950000	39	0.46875	0.458984375	0.5625	0.563095238095257
Chr00	10700001	10850000	1.1e+07	44	0.5	0.489864864864865	0.53125	0.57864583333335
Chr00	10750001	10900000	11050000	43	0.5	0.48873873873873	0.5625	0.580792682926854
Chr00	10800001	10950000	11100000	35	0.5	0.512931034482759	0.5625	0.593434343434364
Chr00	10850001	1.1e+07	11150000	45	0.5	0.5015625	0.5625	0.595833333333356
Chr00	10900001	11050000	11200000	37	0.4375	0.483198924731161	0.5625	0.590090090090116
Chr00	10950001	11100000	11250000	29	NA	NA	NA	NA
Chr00	11000001	11150000	11300000	31	0.40625	0.398237179487154	0.5	0.540322580645171
Chr00	11050001	11200000	11350000	31	0.40625	0.412660256410231	0.5	0.549059139784945
Chr00	11100001	11250000	11400000	31	0.40625	0.412660256410231	0.5	0.549059139784945
Chr00	11150001	11300000	11450000	18	NA	NA	NA	NA
Chr00	11200001	11350000	11500000	15	NA	NA	NA	NA
Chr00	11250001	11400000	11550000	14	NA	NA	NA	NA
Chr00	11300001	11450000	11600000	10	NA	NA	NA	NA
Chr00	11350001	11500000	11650000	11	NA	NA	NA	NA
Chr00	11400001	11550000	11700000	12	NA	NA	NA	NA
Chr00	11450001	11600000	11750000	13	NA	NA	NA	NA
Chr00	11500001	11650000	11800000	19	NA	NA	NA	NA
Chr00	11550001	11700000	11850000	18	NA	NA	NA	NA
Chr00	11600001	11750000	11900000	14	NA	NA	NA	NA
Chr00	11650001	11800000	11950000	18	NA	NA	NA	NA
Chr00	11700001	11850000	1.2e+07	20	NA	NA	NA	NA
Chr00	11750001	11900000	12050000	25	NA	NA	NA	NA
Chr00	11800001	11950000	12100000	23	NA	NA	NA	NA
Chr00	11850001	1.2e+07	12150000	26	NA	NA	NA	NA
Chr00	11900001	12050000	12200000	112	0.375	0.390514184397137	0.875	0.815151515151521
Chr00	11950001	12100000	12250000	154	0.5	0.432051282051268	0.875	0.86382450331126
Chr00	12000001	12150000	12300000	157	0.5	0.442941542288544	0.9270833333335	0.870993589743596
Chr00	12050001	12200000	12350000	167	0.5	0.470775462962951	0.9375	0.903645833333337
Chr00	12100001	12250000	12400000	204	0.5	0.466785714285708	0.9375	0.919340463458118
Chr00	12150001	12300000	12450000	207	0.5	0.467092803030295	0.9375	0.920614035087726
Chr00	12200001	12350000	12500000	143	0.5	0.503502949852516	0.9375	0.928495762711873
Chr00	12250001	12400000	12550000	131	0.4375	0.450549450549457	1	0.93291666666668
Chr00	12300001	12450000	12600000	166	0.416666666667	0.425245098039234	1	0.946206467661701
Chr00	12350001	12500000	12650000	200	0.5	0.476171023965156	1	0.930465367965377
Chr00	12400001	12550000	12700000	217	0.5	0.473287321063404	1	0.920182291666681
Chr00	12450001	12600000	12750000	220	0.5	0.474693251533754	1	0.920647558386427
Chr00	12500001	12650000	12800000	210	0.5	0.480248917748932	1	0.916394335512
Chr00	12550001	12700000	12850000	185	0.5	0.511637931034499	1	0.910782442748107
Chr00	12600001	12750000	12900000	145	0.583333333333	0.54002192982457	1	0.875452898550739
Chr00	12650001	12800000	12950000	94	0.4375	0.435012437810955	1	0.861805555555583
Chr00	12700001	12850000	1.3e+07	55	0.3125	0.361280487804917	1	0.86890243902439
Chr00	12750001	12900000	13050000	73	0.25	0.295512820512845	0.875	0.865384615384615
Chr00	12800001	12950000	13100000	97	0.3125	0.297939068100386	0.9375	0.889880952380956
Chr00	12850001	1.3e+07	13150000	94	0.25	0.277462121212147	0.875	0.87339743589744
Chr00	12900001	13050000	13200000	112	0.25	0.262867647058832	0.875	0.862075617283954
Chr00	12950001	13100000	13250000	127	0.25	0.26702898550726	0.875	0.863239247311831
Chr00	13000001	13150000	13300000	131	0.25	0.28387681159422	0.875	0.851500000000016
Chr00	13050001	13200000	13350000	190	0.1875	0.236242138364796	0.75	0.818945672191552
Chr00	13100001	13250000	13400000	179	0.166666666667	0.241889312977111	0.75	0.810582822085914
Chr00	13150001	13300000	13450000	181	0.166666666667	0.247978855721407	0.75	0.820281124498018
Chr00	13200001	13350000	13500000	163	0.166666666667	0.263888888888912	0.75	0.826621923937389
Chr00	13250001	13400000	13550000	147	0.166666666667	0.267328660436154	0.75	0.823778195488752
Chr00	13300001	13450000	13600000	139	0.1770833333335	0.289663461538466	0.75	0.807655038759713
Chr00	13350001	13500000	13650000	56	0.5625	0.594594594594595	0.875	0.847363945578245
Chr00	13400001	13550000	13700000	32	0.5625	0.556451612903226	0.8125	0.797526041666688
Chr00	13450001	13600000	13750000	24	NA	NA	NA	NA
Chr00	13500001	13650000	13800000	30	0.6041666666665	0.630208333333321	0.75	0.748263888888917
Chr00	13550001	13700000	13850000	30	0.5729166666665	0.614583333333321	0.75	0.74565972222225
Chr00	13600001	13750000	13900000	57	0.5625	0.559469696969691	0.666666666667	0.630102040816388
Chr00	13650001	13800000	13950000	161	0.666666666667	0.690378289473684	0.666666666667	0.72741730279903
Chr00	13700001	13850000	1.4e+07	179	0.625	0.674802761341225	0.6770833333335	0.735078828828885
Chr00	13750001	13900000	14050000	189	0.666666666667	0.689736346516011	0.666666666667	0.739242919390039
Chr00	13800001	13950000	14100000	182	0.666666666667	0.689437984496128	0.666666666667	0.739100441501166
Chr00	13850001	1.4e+07	14150000	213	0.666666666667	0.700481574539362	0.666666666667	0.733147558386471
Chr00	13900001	14050000	14200000	205	0.833333333333	0.778802367941716	0.75	0.789105191256885
Chr00	13950001	14100000	14250000	100	1	0.802696078431376	0.75	0.790021929824658
Chr00	14000001	14150000	14300000	108	1	0.810461956521739	0.666666666667	0.697649572649667
Chr00	14050001	14200000	14350000	109	0.916666666667	0.795474910394269	0.666666666667	0.677083333333417
Chr00	14100001	14250000	14400000	123	1	0.819772012578623	0.666666666667	0.733156028368851
Chr00	14150001	14300000	14450000	138	1	0.892628205128222	0.833333333333	0.791396103896117
Chr00	14200001	14350000	14500000	164	1	0.9139093137255	1	0.838877688172048
Chr00	14250001	14400000	14550000	209	1	0.933333333333341	1	0.866071428571435
Chr00	14300001	14450000	14600000	200	1	0.98568507157465	1	0.912499999999994
Chr00	14350001	14500000	14650000	195	1	0.97497379454927	1	0.903709349593488
Chr00	14400001	14550000	14700000	184	1	0.973316210045664	1	0.900373931623923
Chr00	14450001	14600000	14750000	147	1	0.929956896551724	1	0.904877260981915
Chr00	14500001	14650000	14800000	96	1	0.874143835616438	1	0.870155038759698
Chr00	14550001	14700000	14850000	59	0.625	0.672123015872991	0.833333333333	0.800438596491228
Chr00	14600001	14750000	14900000	50	0.4375	0.461588541666644	0.75	0.7109375
Chr00	14650001	14800000	14950000	100	0.375	0.510220125786155	0.75	0.730298913043522
Chr00	14700001	14850000	1.5e+07	134	0.375	0.537558685445989	0.75	0.711748633879803
Chr00	14750001	14900000	15050000	136	0.4375	0.553403755868524	0.75	0.708841463414659
Chr00	14800001	14950000	15100000	136	0.3854166666665	0.548809523809503	0.75	0.712059620596228
Chr00	14850001	1.5e+07	15150000	153	0.5625	0.613869863013693	0.75	0.714154411764728
Chr00	14900001	15050000	15200000	203	1	0.752777777777772	0.75	0.749103942652344
Chr00	14950001	15100000	15250000	153	1	0.806760204081622	0.75	0.75655594405593
Chr00	15000001	15150000	15300000	207	0.5625	0.572704081632654	0.75	0.736216329966328
Chr00	15050001	15200000	15350000	254	0.333333333333	0.515980113636363	0.75	0.722864145658261
Chr00	15100001	15250000	15400000	252	0.375	0.525925925925927	0.75	0.730490819209038
Chr00	15150001	15300000	15450000	271	0.333333333333	0.512874531835207	0.75	0.737173202614384
Chr00	15200001	15350000	15500000	217	0.25	0.334005376344087	0.6875	0.714137645107801
Chr00	15250001	15400000	15550000	259	0.25	0.321125265392784	0.6875	0.702627939142481
Chr00	15300001	15450000	15600000	202	0.25	0.351317663817668	0.6875	0.695788530465973
Chr00	15350001	15500000	15650000	190	0.1875	0.283584770114961	0.666666666667	0.662660256410269
Chr00	15400001	15550000	15700000	186	0.1875	0.275036549707618	0.6458333333335	0.656250000000011
Chr00	15450001	15600000	15750000	143	0.166666666667	0.248674242424259	0.5729166666665	0.614732142857143
Chr00	15500001	15650000	15800000	141	0.166666666667	0.24906994047621	0.5625	0.603109903381645
Chr00	15550001	15700000	15850000	93	0.125	0.202984234234259	0.5	0.568161231884033
Chr00	15600001	15750000	15900000	64	0.125	0.186683006535978	0.5	0.557459677419323
Chr00	15650001	15800000	15950000	23	NA	NA	NA	NA
Chr00	15700001	15850000	1.6e+07	29	NA	NA	NA	NA
Chr00	15750001	15900000	16050000	29	NA	NA	NA	NA
Chr00	15800001	15950000	16100000	32	0.4375	0.44	0.9375	0.83166666666668
Chr00	15850001	1.6e+07	16150000	39	0.416666666667	0.417317708333312	0.875	0.825940860215065
Chr00	15900001	16050000	16200000	37	0.4375	0.459677419354806	0.9375	0.844086021505387
Chr00	15950001	16100000	16250000	38	0.416666666667	0.444444444444433	0.875	0.776209677419387
Chr00	16000001	16150000	16300000	32	0.416666666667	0.46195652173913	0.875	0.73500000000004
