chr	startwin	medianwin	endwin	NbDiagnoSNPs	medianfreqfirsthyb	meanfreqfirsthyb	medianfreqhybtea	meanfreqhybtea
Chr00	13700001	14200000	14700000	498	1	0.817768754833724	1	0.808706816059787
Chr00	13800001	14300000	14800000	508	1	0.811973180076632	0.916666666667	0.803116621983944
Chr00	13900001	14400000	14900000	485	1	0.82902298850575	1	0.824786324786348
Chr00	14000001	14500000	1.5e+07	453	1	0.83058058058058	0.916666666667	0.80589123867071
Chr00	14100001	14600000	15100000	462	1	0.819944944944944	0.833333333333	0.798671497584554
Chr00	14200001	14700000	15200000	483	1	0.829142371234208	0.833333333333	0.801355421686757
Chr00	14300001	14800000	15300000	552	1	0.737650343642612	0.8125	0.786352040816329
Chr00	14400001	14900000	15400000	591	1	0.689957002457	0.75	0.774305555555558
Chr00	14500001	1.5e+07	15500000	536	0.625	0.608824269889221	0.75	0.756266937669386
Chr00	14600001	15100000	15600000	554	0.333333333333	0.487268518518516	0.75	0.714591408268746
Chr00	14700001	15200000	15700000	593	0.333333333333	0.453500000000001	0.6875	0.701139088729025
Chr00	14800001	15300000	15800000	581	0.333333333333	0.447578828828831	0.6875	0.699410232843145
Chr00	14900001	15400000	15900000	568	0.333333333333	0.44707987072946	0.6875	0.696540880503153
Chr00	15000001	15500000	1.6e+07	488	0.333333333333	0.428064842958466	0.6875	0.700063268257416
Chr00	15100001	15600000	16100000	477	0.333333333333	0.425192307692315	0.6875	0.703335201793726
Chr00	15200001	15700000	16200000	402	0.25	0.313648897058828	0.6875	0.682666666666672
Chr00	15300001	15800000	16300000	313	0.25	0.328150406504074	0.666666666667	0.678240740740753
Chr00	15400001	15900000	16400000	288	0.25	0.304315476190487	0.625	0.651041666666675
Chr00	15500001	1.6e+07	16500000	247	0.25	0.29991539763115	0.5625	0.615660919540233
Chr00	15600001	16100000	16600000	177	0.25	0.318045563549179	0.5625	0.609629065040648
Chr00	15700001	16200000	16700000	160	0.333333333333	0.383578431372557	0.5625	0.595402298850581
Chr00	15800001	16300000	16800000	157	0.333333333333	0.3945868945869	0.5625	0.590375586854467
Chr00	15900001	16400000	16900000	168	0.333333333333	0.382166666666674	0.583333333333	0.608719646799134
Chr00	16000001	16500000	1.7e+07	188	0.25	0.324300699300715	0.5729166666665	0.596134538152624
Chr00	16100001	16600000	17100000	181	0.25	0.319642857142873	0.5625	0.587271341463431
Chr00	16200001	16700000	17200000	191	0.25	0.29786036036038	0.625	0.600814176245228
Chr00	16300001	16800000	17300000	195	0.25	0.308576839826858	0.625	0.62097537878789
Chr00	16400001	16900000	17400000	193	0.25	0.312059859154935	0.75	0.687624007936527
Chr00	16500001	1.7e+07	17500000	196	0.25	0.305652680652686	0.75	0.700024801587313
Chr00	16600001	17100000	17600000	192	0.25	0.278356481481487	0.75	0.705538617886185
Chr00	16700001	17200000	17700000	159	0.1875	0.258400537634418	0.75	0.763471177944874
Chr00	16800001	17300000	17800000	160	0.1875	0.255635245901646	0.75	0.775845864661666
Chr00	16900001	17400000	17900000	147	0.21875	0.260233918128656	0.75	0.766801075268819
Chr00	17000001	17500000	1.8e+07	123	0.3125	0.327609890109889	0.78125	0.782652243589753
Chr00	17100001	17600000	18100000	138	0.3125	0.338050314465414	0.75	0.763710826210832
Chr00	17200001	17700000	18200000	132	0.333333333333	0.371386054421785	0.75	0.72169811320755
Chr00	17300001	17800000	18300000	131	0.333333333333	0.370748299319734	0.75	0.670524691358031
Chr00	17400001	17900000	18400000	94	0.375	0.405032467532497	0.6041666666665	0.595833333333341
Chr00	17500001	1.8e+07	18500000	87	0.333333333333	0.402111872146137	0.5625	0.564444444444471
Chr00	17600001	18100000	18600000	130	0.5	0.584280303030318	0.666666666667	0.639846743295038
Chr00	17700001	18200000	18700000	137	0.5	0.588768115942043	0.666666666667	0.65058876811596
Chr00	17800001	18300000	18800000	164	0.666666666667	0.669719827586216	0.75	0.689130434782617
Chr00	17900001	18400000	18900000	237	1	0.783539377289385	0.75	0.729166666666665
Chr00	18000001	18500000	1.9e+07	290	1	0.794110800744883	0.8125	0.740689013035374
Chr00	18100001	18600000	19100000	288	1	0.839113680154145	0.8125	0.752118644067785
Chr00	18200001	18700000	19200000	284	1	0.849728796844179	0.8125	0.770592485549121
Chr00	18300001	18800000	19300000	285	1	0.841287878787876	0.8125	0.778799019607829
Chr00	18400001	18900000	19400000	299	1	0.833210784313721	0.8125	0.796270718232028
Chr00	18500001	1.9e+07	19500000	296	1	0.854671717171713	0.8229166666665	0.810606060606045
Chr00	18600001	19100000	19600000	244	1	0.832151300236401	0.8125	0.790731837606821
Chr00	18700001	19200000	19700000	240	1	0.83031400966183	0.8125	0.789637445887429
Chr00	18800001	19300000	19800000	213	1	0.789492753623188	0.8125	0.774305555555538
Chr00	18900001	19400000	19900000	164	0.3541666666665	0.4795673076923	0.833333333333	0.759935897435877
Chr00	19000001	19500000	2e+07	114	0.333333333333	0.421783625730993	0.6875	0.72636815920397
Chr00	19100001	19600000	20100000	134	0.3125	0.33497807017542	0.6875	0.712144308943085
Chr00	19200001	19700000	20200000	163	0.333333333333	0.347296099290744	0.6770833333335	0.683221726190455
Chr00	19300001	19800000	20300000	154	0.333333333333	0.36821705426353	0.75	0.707547169811293
Chr00	19400001	19900000	20400000	157	0.333333333333	0.345785440612995	0.6875	0.686735474006101
Chr00	19500001	2e+07	20500000	184	0.333333333333	0.342916666666629	0.6875	0.684001272264603
Chr00	19600001	20100000	20600000	189	0.333333333333	0.3466828478964	0.6875	0.683924129353209
Chr00	19700001	20200000	20700000	197	0.333333333333	0.371969696969659	0.6770833333335	0.679498792270507
Chr00	19800001	20300000	20800000	207	0.333333333333	0.38657407407403	0.6770833333335	0.67722602739724
Chr00	19900001	20400000	20900000	180	0.375	0.401651651651608	0.666666666667	0.675431034482738
Chr00	20000001	20500000	2.1e+07	181	0.375	0.410213864306739	0.625	0.668650793650769
Chr00	20100001	20600000	21100000	150	0.375	0.4258720930232	0.625	0.656165311653098
Chr00	20200001	20700000	21200000	128	0.333333333333	0.399350649350622	0.625	0.642658730158752
Chr00	20300001	20800000	21300000	126	0.3541666666665	0.409374999999974	0.625	0.641826923076952
Chr00	20400001	20900000	21400000	130	0.375	0.435210622710592	0.666666666667	0.647727272727291
Chr00	20500001	2.1e+07	21500000	132	0.416666666667	0.451675257731944	0.71875	0.695833333333375
Chr00	20600001	21100000	21600000	201	0.5	0.487526539278117	0.75	0.700646167557952
Chr00	20700001	21200000	21700000	284	0.5	0.498348017621147	0.6875	0.704427083333353
Chr00	20800001	21300000	21800000	332	0.5	0.491820987654339	0.75	0.717167721519003
Chr00	20900001	21400000	21900000	413	0.5	0.484297725024744	0.6875	0.710082697201038
Chr00	21000001	21500000	2.2e+07	410	0.5	0.488985397784506	0.6875	0.716387457044696
Chr00	21100001	21600000	22100000	406	0.5	0.486344004065057	0.6875	0.718641493055576
Chr00	21200001	21700000	22200000	390	0.5	0.493518518518532	0.75	0.72916666666668
Chr00	21300001	21800000	22300000	389	0.5	0.493477103301398	0.75	0.728201634877398
Chr00	21400001	21900000	22400000	462	0.5	0.489857456140364	0.75	0.766545601291375
Chr00	21500001	2.2e+07	22500000	441	0.5	0.490621420389473	0.75	0.758128768303196
Chr00	21600001	22100000	22600000	384	0.4375	0.464384508990337	0.75	0.764525993883816
Chr00	21700001	22200000	22700000	303	0.416666666667	0.430759803921588	0.75	0.785801820728319
Chr00	21800001	22300000	22800000	259	0.375	0.404291979949869	0.75	0.764699661590569
Chr00	21900001	22400000	22900000	231	0.333333333333	0.399572649572634	0.75	0.751083815028936
Chr00	22000001	22500000	2.3e+07	225	0.333333333333	0.386775362318828	0.75	0.743343195266308
Chr00	22100001	22600000	23100000	234	0.3229166666665	0.380208333333327	0.75	0.741020114942563
Chr00	22200001	22700000	23200000	259	0.3125	0.363549618320605	0.75	0.747356175972959
Chr00	22300001	22800000	23300000	309	0.3125	0.337826797385603	0.6875	0.69351464435149
Chr00	22400001	22900000	23400000	254	0.25	0.30787037037036	0.625	0.587985436893243
Chr00	22500001	2.3e+07	23500000	264	0.25	0.297583826429973	0.625	0.589988425925963
Chr00	22600001	23100000	23600000	267	0.25	0.283730158730154	0.625	0.601759259259284
Chr00	22700001	23200000	23700000	282	0.25	0.277439024390231	0.6458333333335	0.633623633879803
Chr00	22800001	23300000	23800000	269	0.25	0.274696467991158	0.666666666667	0.651131465517259
Chr00	22900001	23400000	23900000	263	0.125	0.261805555555527	0.75	0.695872274143322
Chr00	23000001	23500000	2.4e+07	260	0.10416666666665	0.265007062146867	0.75	0.697818396226434
Chr00	23100001	23600000	24100000	261	0.166666666667	0.272382920110162	0.6875	0.682098765432116
Chr00	23200001	23700000	24200000	246	0.25	0.311099439775879	0.6875	0.666459369817594
Chr00	23300001	23800000	24300000	206	0.333333333333	0.334935897435864	0.75	0.71178500986195
Chr00	23400001	23900000	24400000	186	0.333333333333	0.396070075757541	0.75	0.741898148148157
Chr00	23500001	2.4e+07	24500000	199	0.416666666667	0.515771028037351	0.75	0.756988396624485
Chr00	23600001	24100000	24600000	234	0.416666666667	0.545169616519123	0.75	0.759171195652188
Chr00	23700001	24200000	24700000	231	0.4375	0.55362318840575	0.75	0.75484234234236
Chr00	23800001	24300000	24800000	243	0.4375	0.557158119658073	0.75	0.737521150592231
Chr00	23900001	24400000	24900000	218	0.416666666667	0.521949404761879	0.6875	0.670695211786388
Chr00	24000001	24500000	2.5e+07	231	0.375	0.501707650273195	0.666666666667	0.644544673539537
Chr00	24100001	24600000	25100000	226	0.416666666667	0.518139367816056	0.6770833333335	0.653590425531932
Chr00	24200001	24700000	25200000	223	0.375	0.509384384384347	0.666666666667	0.652626811594222
Chr00	24300001	24800000	25300000	328	0.625	0.61362767584096	0.875	0.761060606060613
Chr00	24400001	24900000	25400000	378	0.625	0.603915662650579	0.8125	0.754369300911871
Chr00	24500001	2.5e+07	25500000	426	0.666666666667	0.622378587196448	0.75	0.749396929824581
Chr00	24600001	25100000	25600000	471	0.75	0.691499999999986	0.75	0.739168618266997
Chr00	24700001	25200000	25700000	455	0.75	0.688996010638286	0.75	0.722340210356004
Chr00	24800001	25300000	25800000	442	0.75	0.691454991087332	0.75	0.729793233082726
Chr00	24900001	25400000	25900000	449	0.6875	0.676540798611105	0.75	0.730346880131382
Chr00	25000001	25500000	2.6e+07	446	0.75	0.683641975308638	0.75	0.747001654259737
Chr00	25100001	25600000	26100000	458	0.75	0.681168831168829	0.75	0.753263052208855
Chr00	25200001	25700000	26200000	482	0.75	0.688805346700083	0.75	0.755208333333345
Chr00	25300001	25800000	26300000	419	0.75	0.677190721649491	0.75	0.70604275741712
Chr00	25400001	25900000	26400000	377	0.8125	0.684557001239171	0.75	0.703791182170552
Chr00	25500001	2.6e+07	26500000	323	0.75	0.61636904761906	0.6875	0.688086854460102
Chr00	25600001	26100000	26600000	244	0.25	0.400375939849651	0.75	0.684174491392803
Chr00	25700001	26200000	26700000	272	0.28125	0.440070346320363	0.75	0.700434027777779
Chr00	25800001	26300000	26800000	276	0.25	0.430600649350668	0.75	0.702574525745256
Chr00	25900001	26400000	26900000	262	0.25	0.420113908872906	0.75	0.733067375886523
Chr00	26000001	26500000	2.7e+07	267	0.25	0.432109557109559	0.75	0.748518131101812
Chr00	26100001	26600000	27100000	287	0.25	0.392715419501135	0.75	0.756756756756753
Chr00	26200001	26700000	27200000	258	0.21875	0.335096153846153	0.75	0.760281385281394
Chr00	26300001	26800000	27300000	258	0.25	0.413370253164556	0.75	0.795589260808941
Chr00	26400001	26900000	27400000	234	0.333333333333	0.417565947242201	0.8125	0.802274464831821
Chr00	26500001	2.7e+07	27500000	213	0.3541666666665	0.448412698412701	0.875	0.821828358208965
Chr00	26600001	27100000	27600000	207	0.583333333333	0.492782152230979	0.833333333333	0.815721649484546
Chr00	26700001	27200000	27700000	277	0.3125	0.368634259259268	0.75	0.714054404145088
Chr00	26800001	27300000	27800000	304	0.416666666667	0.419047619047626	0.75	0.698726252158906
Chr00	26900001	27400000	27900000	320	0.625	0.503146701388894	0.8229166666665	0.711371527777791
Chr00	27000001	27500000	2.8e+07	328	0.625	0.525485436893212	0.75	0.685616134751787
Chr00	27100001	27600000	28100000	303	0.6458333333335	0.541035353535362	0.71875	0.652294303797487
Chr00	27200001	27700000	28200000	442	0.5	0.446129707112977	0.666666666667	0.582122093023273
Chr00	27300001	27800000	28300000	414	0.375	0.392168209876549	0.5	0.449718045112806
Chr00	27400001	27900000	28400000	464	0.5	0.436491935483877	0.583333333333	0.512599800399223
Chr00	27500001	2.8e+07	28500000	504	0.5	0.413549270072995	0.5	0.479058159722241
Chr00	27600001	28100000	28600000	517	0.375	0.397227112676055	0.5	0.478329145728664
Chr00	27700001	28200000	28700000	447	0.5	0.4335986267166	0.666666666667	0.568011463844822
Chr00	27800001	28300000	28800000	430	0.375	0.405006858710556	0.666666666667	0.581747038917108
Chr00	27900001	28400000	28900000	403	0.333333333333	0.355806327160487	0.625	0.565972222222238
Chr00	28000001	28500000	2.9e+07	397	0.333333333333	0.359848484848475	0.666666666667	0.598553540587235
Chr00	28100001	28600000	29100000	408	0.333333333333	0.398031345565741	0.6875	0.615196078431384
Chr00	28200001	28700000	29200000	269	0.5	0.494232580037653	0.75	0.670965608465621
Chr00	28300001	28800000	29300000	268	0.5	0.491924157303357	0.75	0.697115384615395
Chr00	28400001	28900000	29400000	216	0.375	0.434262387387372	0.75	0.677083333333342
Chr00	28500001	2.9e+07	29500000	170	0.375	0.486344537815118	0.75	0.755769230769238
Chr00	28600001	29100000	29600000	142	0.5	0.537280701754381	0.833333333333	0.793386850152908
Chr00	28700001	29200000	29700000	114	0.666666666667	0.553772522522526	0.833333333333	0.788919413919418
Chr00	28800001	29300000	29800000	110	0.666666666667	0.565639269406396	0.875	0.790611814346
Chr00	28900001	29400000	29900000	117	0.583333333333	0.544101731601739	0.75	0.758088235294129
Chr00	29000001	29500000	3e+07	186	0.625	0.529291979949879	0.75	0.711858974358985
Chr00	29100001	29600000	30100000	211	0.6458333333335	0.556250000000004	0.75	0.724522292993643
Chr00	29200001	29700000	30200000	226	0.666666666667	0.560357142857146	0.75	0.71134393063585
Chr00	29300001	29800000	30300000	213	0.6875	0.600072254335264	0.75	0.705681818181824
Chr00	29400001	29900000	30400000	232	0.6875	0.623472949389183	0.75	0.731869369369373
Chr00	29500001	3e+07	30500000	243	0.6875	0.625932835820901	0.75	0.72629676870749
Chr00	29600001	30100000	30600000	275	0.6875	0.620120120120128	0.75	0.703942451420036
Chr00	29700001	30200000	30700000	308	0.6875	0.608707264957266	0.75	0.713824965132498
Chr00	29800001	30300000	30800000	310	0.6875	0.611381673881677	0.75	0.72629892037787
Chr00	29900001	30400000	30900000	301	0.6875	0.620360262008735	0.8125	0.738070539419087
Chr00	30000001	30500000	3.1e+07	234	0.666666666667	0.616054613935973	0.8125	0.752104377104374
Chr00	30100001	30600000	31100000	193	0.6041666666665	0.576636904761902	0.8125	0.738151041666662
Chr00	30200001	30700000	31200000	193	0.5	0.547133569739953	0.8125	0.721914556962035
